uuid,id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,collegeId,is_latest
42969_mlb,42969,mlb,Jason Lopez,Jason,Lopez,C,89.0,False,160.0,69.0,27.0,1998-03-16T08:00Z,,Valencia,,Venezuela,,,,,,,,MIL,2025-10-11T22:43:10.948991,,1
42967_mlb,42967,mlb,Tad Ratliff,Tad,Ratliff,RP,96.0,False,240.0,74.0,29.0,1996-04-03T08:00Z,,Taylorsville,NC,United States,,,,,,,,KC,2025-10-11T22:43:10.948991,,1
42966_mlb,42966,mlb,Gerson Garabito,Gerson,Garabito,RP,58.0,False,160.0,72.0,30.0,1995-08-19T07:00Z,2.0,San Cristóbal,,Dominican Republic,2024.0,,,,,,,,2025-10-11T22:43:10.948991,,1
42965_mlb,42965,mlb,Frank Rubio,Frank,Rubio,RP,91.0,False,185.0,71.0,30.0,1995-04-23T07:00Z,,Miami Shores,FL,United States,,,,,,,,SF,2025-10-11T22:43:10.948991,,1
42964_mlb,42964,mlb,Jake Cousins,Jake,Cousins,RP,61.0,False,195.0,76.0,31.0,1994-07-14T07:00Z,4.0,Park Ridge,IL,United States,2021.0,,,,,,,NYY,2025-10-11T22:43:10.948991,,1
42963_mlb,42963,mlb,Holden Capps,Holden,Capps,RP,33.0,False,180.0,74.0,30.0,1995-03-24T08:00Z,,Lawton,OK,United States,,,,,,,,KC,2025-10-11T22:43:10.948991,,1
42962_mlb,42962,mlb,Matt Gorski,Matt,Gorski,1B,62.0,False,220.0,74.0,27.0,1997-12-22T08:00Z,1.0,Fishers,IN,United States,2025.0,,,,,,,,2025-10-11T22:43:10.948991,,1
42961_mlb,42961,mlb,Keyber Rodriguez,Keyber,Rodriguez,SS,91.0,False,178.0,70.0,24.0,2000-10-24T07:00Z,,Maracay,,Venezuela,,,,,,,,TEX,2025-10-11T22:43:10.948991,,1
42959_mlb,42959,mlb,Isaac Collins,Isaac,Collins,LF,6.0,True,188.0,68.0,28.0,1997-07-22T07:00Z,2.0,Maple Grove,MN,United States,2024.0,,,,,,,MIL,2025-10-11T22:43:10.948991,,1
42958_mlb,42958,mlb,Joey Ortiz,Joey,Ortiz,SS,3.0,True,183.0,70.0,27.0,1998-07-14T07:00Z,3.0,Garden Grove,CA,United States,2023.0,New Mexico State,direct,,,,,MIL,2025-10-11T22:43:10.948991,166.0,1
42957_mlb,42957,mlb,Yolbert Sanchez,Yolbert,Sanchez,2B,94.0,False,176.0,69.0,28.0,1997-03-03T08:00Z,,Havana,,Cuba,,,,,,,,ATL,2025-10-11T22:43:10.948991,,1
42956_mlb,42956,mlb,Matthew William Dennis,Matthew,Dennis,RP,95.0,False,210.0,73.0,30.0,1995-01-03T08:00Z,,,,,,,,,,,,COL,2025-10-11T22:43:10.948991,,1
42955_mlb,42955,mlb,John Timothy Cresto,John,Cresto,3B,95.0,False,225.0,75.0,28.0,1996-12-15T08:00Z,,,,,,,,,,,,COL,2025-10-11T22:43:10.948991,,1
42954_mlb,42954,mlb,Brandon Gold,Brandon,Gold,RP,98.0,False,203.0,75.0,31.0,1994-09-16T07:00Z,,,,,,,,,,,,COL,2025-10-11T22:43:10.948991,,1
42953_mlb,42953,mlb,Isaac Michael Collins,Isaac,Collins,2B,92.0,False,185.0,69.0,28.0,1997-07-22T07:00Z,2.0,,,,,,,,,,,COL,2025-10-11T22:43:10.948991,,1
42952_mlb,42952,mlb,Jack Herman,Jack,Herman,CF,30.0,False,190.0,72.0,26.0,1999-09-30T07:00Z,,,,,,,,,,,,PIT,2025-10-11T22:43:10.948991,,1
42951_mlb,42951,mlb,Mick Vorhof,Mick,Vorhof,RP,28.0,False,175.0,73.0,,,,Sammamish,WA,United States,,,,,,,,NYY,2025-10-11T22:43:10.948991,,1
42982_mlb,42982,mlb,Ricky Martinez,Ricky,Martinez,SS,6.0,False,175.0,72.0,27.0,1998-02-22T08:00Z,,Pflugerville,TX,United States,,,,,,,,ARI,2025-10-11T22:43:10.948991,,1
43080_mlb,43080,mlb,Bill J. Evans,Bill,Evans,UN,,True,,,132.0,1893-02-10T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43084_mlb,43084,mlb,Chris Chambliss,Chris,Chambliss,1B,,False,,,,,,,,,,,,,,,,NYY,2025-10-11T22:43:10.948991,,1
43174_mlb,43174,mlb,Tom Burgmeier,Tom,Burgmeier,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43219_mlb,43219,mlb,Mike Gallego,Mike,Gallego,UN,,False,,,,,,,,,,UCLA,direct,,,,,,2025-10-11T22:43:10.948991,26.0,1
43181_mlb,43181,mlb,Steve McCatty,Steve,McCatty,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43216_mlb,43216,mlb,John Mozeliak,John,Mozeliak,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43214_mlb,43214,mlb,Jack Maloof,Jack,Maloof,UN,,True,,,76.0,1948-10-12T07:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43213_mlb,43213,mlb,Jack Maloof,Jack,Maloof,UN,,True,,,76.0,1948-10-12T07:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43212_mlb,43212,mlb,Jack Lind,Jack,Lind,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43211_mlb,43211,mlb,Jack Lind,Jack,Lind,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43210_mlb,43210,mlb,Bruce Bochy,Bruce,Bochy,UN,,False,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43209_mlb,43209,mlb,Mel Stottlemyre,Mel,Stottlemyre,UN,,False,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43208_mlb,43208,mlb,Mel Stottlemyre Jr.,Mel,Stottlemyre Jr.,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43206_mlb,43206,mlb,Jack Clark,Jack,Clark,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43205_mlb,43205,mlb,Jack Clark,Jack,Clark,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43203_mlb,43203,mlb,Al Pedrique,Al,Pedrique,UN,,False,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43202_mlb,43202,mlb,Joe Maddon,Joe,Maddon,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43199_mlb,43199,mlb,Rick Anderson,Rick,Anderson,UN,,False,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43196_mlb,43196,mlb,Ron Gardenhire,Ron,Gardenhire,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43193_mlb,43193,mlb,Ron Washington,Ron,Washington,UN,,False,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43192_mlb,43192,mlb,Ron Washington,Ron,Washington,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43191_mlb,43191,mlb,Ron Wotus,Ron,Wotus,UN,,False,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43190_mlb,43190,mlb,Ron Wotus,Ron,Wotus,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43189_mlb,43189,mlb,Ruben Amaro Jr.,Ruben,Amaro Jr.,UN,,True,,,,,,Philadelphia,PA,United States,,,,,,,,,2025-10-11T22:43:10.948991,,1
43188_mlb,43188,mlb,Ruben Amaro Jr.,Ruben,Amaro Jr.,UN,,False,,,,,,,,,1997.0,,,,,,,,2025-10-11T22:43:10.948991,,1
43187_mlb,43187,mlb,Sam Carter,Sam,Carter,UN,,True,210.0,76.0,42.0,1983-06-05T07:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43146_mlb,43146,mlb,Tony Beasley,Tony,Beasley,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43148_mlb,43148,mlb,Tommy Harper,Tommy,Harper,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43044_mlb,43044,mlb,Edgar Barrios,Edgar,Barrios,SS,70.0,False,145.0,69.0,25.0,2000-07-20T07:00Z,,,,,,,,,,,,PIT,2025-10-11T22:43:10.948991,,1
43149_mlb,43149,mlb,Tom Robson,Tom,Robson,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43217_mlb,43217,mlb,John Mozeliak,John,Mozeliak,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43175_mlb,43175,mlb,Toby Harrah,Toby,Harrah,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43173_mlb,43173,mlb,Tom Hume,Tom,Hume,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43172_mlb,43172,mlb,Tom Kelly,Tom,Kelly,1B,,False,,,,,,,,,,,,,,,,MIN,2025-10-11T22:43:10.948991,,1
43171_mlb,43171,mlb,Tom Mccraw,Tom,Mccraw,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43170_mlb,43170,mlb,Tom Nieto,Tom,Nieto,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43169_mlb,43169,mlb,Tom Poquette,Tom,Poquette,OF,,False,,,,,,,,,,,,,,,,KC,2025-10-11T22:43:10.948991,,1
43168_mlb,43168,mlb,Bob Apodaca,Bob,Apodaca,UN,,True,,,75.0,1950-01-31T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43167_mlb,43167,mlb,Bob Apodaca,Bob,Apodaca,UN,,True,,,75.0,1950-01-31T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43166_mlb,43166,mlb,Bob Gi. Allen,Bob,Allen,UN,,True,,,158.0,1867-07-10T07:59Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43165_mlb,43165,mlb,Bob E. Allen,Bob,Allen,UN,,True,,,111.0,1914-07-02T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43164_mlb,43164,mlb,Bob Gr. Allen,Bob,Allen,UN,,True,,,87.0,1937-10-23T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43163_mlb,43163,mlb,Bobby Adams,Bobby,Adams,UN,,True,,,103.0,1921-12-14T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43162_mlb,43162,mlb,Bob M. Adams,Bob,Adams,UN,,True,,,73.0,1952-01-06T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43161_mlb,43161,mlb,Bob B. Adams,Bob,Adams,UN,,True,,,124.0,1901-07-24T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43160_mlb,43160,mlb,Bob A. Adams,Bob,Adams,UN,,True,,,118.0,1907-01-20T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43159_mlb,43159,mlb,Bo Porter,Bo,Porter,UN,,True,,,53.0,1972-07-05T07:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43157_mlb,43157,mlb,Bob Porter,Bob,Porter,UN,,True,,,66.0,1959-07-22T07:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43156_mlb,43156,mlb,Bo Mclaughlin,Bo,Mclaughlin,UN,,True,,,71.0,1953-10-23T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43153_mlb,43153,mlb,Billy Williams,Billy,Williams,UN,,True,,,87.0,1938-06-15T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43152_mlb,43152,mlb,Billy Williams,Billy,Williams,UN,,True,,,87.0,1938-06-15T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43151_mlb,43151,mlb,Billy Hatcher,Billy,Hatcher,UN,,False,,,,,,,,,,Yavapai College,direct,,,,,,2025-10-11T22:43:10.948991,110494.0,1
43150_mlb,43150,mlb,Billy Beane,Billy,Beane,OF,,False,,,,,,,,,,,,,,,,ATH,2025-10-11T22:43:10.948991,,1
43012_mlb,43012,mlb,Jordy Barley,Jordy,Barley,2B,91.0,False,175.0,71.0,25.0,1999-12-03T08:00Z,,San Pedro de Macoris,,Dominican Republic,,,,,,,,WSH,2025-10-11T22:43:10.948991,,1
43052_mlb,43052,mlb,Ben Oglivie,Ben,Oglivie,UN,,True,,,76.0,1949-02-11T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43393_mlb,43393,mlb,Cam Devanney,Cam,Devanney,SS,34.0,True,195.0,73.0,28.0,1997-04-13T07:00Z,1.0,Nashua,NH,United States,2025.0,,,,,,,PIT,2025-10-11T22:43:10.948991,,1
43422_mlb,43422,mlb,Rick Eckstein,Rick,Eckstein,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43450_mlb,43450,mlb,Duane Espy,Duane,Espy,UN,,True,,,73.0,1952-06-23T07:00Z,,Aberdeen,WA,United States,,,,,,,,,2025-10-11T22:43:10.948991,,1
43425_mlb,43425,mlb,Doug Bochtler,Doug,Bochtler,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43449_mlb,43449,mlb,Tony Diaz,Tony,Diaz,UN,,True,160.0,70.0,48.0,1977-01-23T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43448_mlb,43448,mlb,Tim Leiper,Tim,Leiper,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43447_mlb,43447,mlb,Brook Jacoby,Brook,Jacoby,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43446_mlb,43446,mlb,DeMarlo Hale,DeMarlo,Hale,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43445_mlb,43445,mlb,Julio Rangel,Julio,Rangel,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43443_mlb,43443,mlb,Justin Mashore,Justin,Mashore,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43442_mlb,43442,mlb,Jason Bere,Jason,Bere,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43441_mlb,43441,mlb,Rodney Linares,Rodney,Linares,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43440_mlb,43440,mlb,Lee Tunnell,Lee,Tunnell,UN,,False,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43439_mlb,43439,mlb,Derek Johnson,Derek,Johnson,UN,,True,,,,,,Normal,IL,United States,,,,,,,,,2025-10-11T22:43:10.948991,,1
43438_mlb,43438,mlb,Pat Kelly,Pat,Kelly,UN,,False,,,,,,,,,1999.0,,,,,,,,2025-10-11T22:43:10.948991,,1
43437_mlb,43437,mlb,Tony Jaramillo,Tony,Jaramillo,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43436_mlb,43436,mlb,Dana LeVangie,Dana,LeVangie,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43435_mlb,43435,mlb,Andy Barkett,Andy,Barkett,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43434_mlb,43434,mlb,Luis Urueta,Luis,Urueta,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43433_mlb,43433,mlb,Pete Woodworth,Pete,Woodworth,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43432_mlb,43432,mlb,Brant Whiting,Brant,Whiting,UN,,True,180.0,71.0,,,,Fullerton,CA,United States,,,,,,,,,2025-10-11T22:43:10.948991,,1
43431_mlb,43431,mlb,Kai Correa,Kai,Correa,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43430_mlb,43430,mlb,Curt Young,Curt,Young,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43429_mlb,43429,mlb,Hensley Meulens,Hensley,Meulens,UN,,False,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43428_mlb,43428,mlb,Jose Alguacil,Jose,Alguacil,UN,,True,200.0,74.0,53.0,1972-08-09T07:00Z,,Caracas,,Venezuela,,,,,,,,,2025-10-11T22:43:10.948991,,1
43424_mlb,43424,mlb,Justin Meccage,Justin,Meccage,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43394_mlb,43394,mlb,Ryan Nutof,Ryan,Nutof,RP,63.0,False,190.0,74.0,29.0,1995-11-02T08:00Z,,South Elgin,IL,United States,,Michigan,direct,2017.0,16.0,467.0,CIN,CIN,2025-10-11T22:43:10.948991,130.0,1
43426_mlb,43426,mlb,Darren Balsley,Darren,Balsley,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43395_mlb,43395,mlb,Parker Bugg,Parker,Bugg,RP,39.0,False,218.0,78.0,30.0,1994-10-26T07:00Z,,San Diego,CA,United States,,,,,,,,MIN,2025-10-11T22:43:10.948991,,1
43392_mlb,43392,mlb,Bernie Martinez,Bernie,Martinez,CF,95.0,False,195.0,72.0,28.0,1996-12-24T08:00Z,,Laredo,TX,United States,,,,,,,,SEA,2025-10-11T22:43:10.948991,,1
43423_mlb,43423,mlb,Tarrik Jumaan Brock,Tarrik,Brock,UN,,True,170.0,75.0,51.0,1973-12-25T08:00Z,,Goleta,CA,United States,,,,,,,,,2025-10-11T22:43:10.948991,,1
43421_mlb,43421,mlb,Euclides Rojas,Euclides,Rojas,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43420_mlb,43420,mlb,Kimera Bartee,Kimera,Bartee,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43417_mlb,43417,mlb,Raul Hernández,Raul,Hernández,UN,,False,175.0,72.0,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43416_mlb,43416,mlb,Reid Humphreys,Reid,Humphreys,UN,,True,205.0,73.0,,,,Brandon,MS,United States,,Mississippi State,direct,2016.0,7.0,200.0,COL,,2025-10-11T22:43:10.948991,344.0,1
43414_mlb,43414,mlb,Roberto Rodriguez,Roberto,Rodriguez,UN,,True,,,84.0,1941-02-05T08:00Z,,Caracas,,Venezuela,,,,,,,,,2025-10-11T22:43:10.948991,,1
43413_mlb,43413,mlb,Tyler Green,Tyler,Green,UN,,True,185.0,73.0,33.0,1991-11-24T08:00Z,,Clute,TX,United States,,Wichita State,direct,1991.0,1.0,10.0,PHI,,2025-10-11T22:43:10.948991,2724.0,1
43412_mlb,43412,mlb,Tristan Pompey,Tristan,Pompey,RF,,False,200.0,76.0,28.0,1997-03-23T08:00Z,,Mississauga,ON,Canada,,,,,,,,MIA,2025-10-11T22:43:10.948991,,1
43411_mlb,43411,mlb,Willie Smith,Willie,Smith,UN,,True,,,86.0,1939-02-11T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43410_mlb,43410,mlb,Will Thompson,Will,Thompson,UN,,True,190.0,71.0,155.0,1870-08-30T07:59Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43409_mlb,43409,mlb,Kevin Hickey,Kevin,Hickey,UN,,True,,,69.0,1956-02-25T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43407_mlb,43407,mlb,Justin Walker,Justin,Walker,UN,,True,200.0,77.0,38.0,1986-11-03T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43405_mlb,43405,mlb,Marcus Davis,Marcus,Davis,OF,24.0,False,215.0,74.0,,,,Cincinnati,OH,United States,,,,,,,,CHW,2025-10-11T22:43:10.948991,,1
43404_mlb,43404,mlb,Justin Smith,Justin,Smith,UN,,True,195.0,71.0,48.0,1977-01-13T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43403_mlb,43403,mlb,Julio Valdez,Julio,Valdez,UN,,True,160.0,74.0,69.0,1956-06-03T07:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43402_mlb,43402,mlb,Juan Pizarro,Juan,Pizarro,UN,,True,170.0,71.0,88.0,1937-02-07T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43401_mlb,43401,mlb,Frankie Bartow,Frankie,Bartow,RP,97.0,False,180.0,75.0,28.0,1997-02-26T08:00Z,,Miami,FL,United States,,,,2018.0,11.0,341.0,WSH,WSH,2025-10-11T22:43:10.948991,,1
43400_mlb,43400,mlb,Lucas Jacobsen,Lucas,Jacobsen,RP,95.0,False,190.0,77.0,30.0,1995-07-01T07:00Z,,Santa Cruz,CA,United States,,,,,,,,TEX,2025-10-11T22:43:10.948991,,1
43399_mlb,43399,mlb,Clay Dungan,Clay,Dungan,2B,55.0,False,190.0,72.0,29.0,1996-06-02T07:00Z,,Muncie,IN,United States,,,,,,,,SD,2025-10-11T22:43:10.948991,,1
43398_mlb,43398,mlb,Jimmy Herron,Jimmy,Herron,LF,81.0,False,201.0,72.0,29.0,1996-07-27T07:00Z,,Harleysville,PA,United States,,,,,,,,MIL,2025-10-11T22:43:10.948991,,1
43397_mlb,43397,mlb,Juan Rainer Mota,Juan,Mota,SP,93.0,False,190.0,76.0,29.0,1996-05-04T07:00Z,,,,,,,,,,,,CLE,2025-10-11T22:43:10.948991,,1
43396_mlb,43396,mlb,Tyler Stevens,Tyler,Stevens,RP,66.0,False,215.0,73.0,,,,Fort Collins,CO,United States,,,,,,,,MIA,2025-10-11T22:43:10.948991,,1
43427_mlb,43427,mlb,Johnny Washington,Johnny,Washington,UN,,True,165.0,71.0,41.0,1984-05-06T07:00Z,,Compton,CA,United States,,,,,,,,,2025-10-11T22:43:10.948991,,1
43222_mlb,43222,mlb,Jack H. Smith,Jack,Smith,UN,,True,,,89.0,1935-11-15T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43053_mlb,43053,mlb,Ben Oglivie,Ben,Oglivie,UN,,True,,,76.0,1949-02-11T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43042_mlb,43042,mlb,Jean-Christophe Masson,Jean-Christophe,Masson,OF,94.0,False,193.0,75.0,23.0,2002-08-22T07:00Z,,,,,,,,,,,,TOR,2025-10-11T22:43:10.948991,,1
43081_mlb,43081,mlb,Bill Evans,Bill,Evans,UN,,True,,,106.0,1919-03-25T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43045_mlb,43045,mlb,Aaron Brown,Aaron,Brown,P,,False,,,,,,,,,,Houston,direct,,,,,PHI,2025-10-11T22:43:10.948991,248.0,1
43079_mlb,43079,mlb,Chris Bando,Chris,Bando,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43077_mlb,43077,mlb,Bill J. Doran,Bill,Doran,UN,,True,,,127.0,1898-06-14T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43076_mlb,43076,mlb,Bill Doran,Bill,Doran,UN,,True,,,67.0,1958-05-28T07:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43075_mlb,43075,mlb,Chico M. Ruiz,Chico,Ruiz,UN,,True,,,73.0,1951-11-01T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43074_mlb,43074,mlb,Chico Ruiz,Chico,Ruiz,UN,,True,,,86.0,1938-12-05T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43073_mlb,43073,mlb,Chick W. Autry,Chick,Autry,UN,,True,,,140.0,1885-01-02T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43072_mlb,43072,mlb,Chick M. Autry,Chick,Autry,UN,,True,,,122.0,1903-04-20T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43071_mlb,43071,mlb,Charlie Morton,Charlie,Morton,UN,,True,150.0,69.0,171.0,1854-10-12T07:59Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43070_mlb,43070,mlb,Charlie Manuel,Charlie,Manuel,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43068_mlb,43068,mlb,Bill Castro,Bill,Castro,UN,,True,,,73.0,1952-03-29T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43067_mlb,43067,mlb,Bill Barrett,Bill,Barrett,UN,,True,,,154.0,1871-07-08T07:59Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43064_mlb,43064,mlb,Charlie A. Ferguson,Charlie,Ferguson,UN,,True,,71.0,150.0,1875-05-10T07:59Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43063_mlb,43063,mlb,Charlie Ferguson,Charlie,Ferguson,UN,,True,165.0,72.0,162.0,1863-04-17T07:59Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43062_mlb,43062,mlb,Charlie A. Beamon,Charlie,Beamon,UN,,True,195.0,71.0,90.0,1934-12-25T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43061_mlb,43061,mlb,Charlie Beamon,Charlie,Beamon,UN,,True,183.0,73.0,71.0,1953-12-04T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43060_mlb,43060,mlb,Cecil Cooper,Cecil,Cooper,UN,,True,,,75.0,1949-12-20T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43059_mlb,43059,mlb,Carney Lansford,Carney,Lansford,UN,,True,,,68.0,1957-02-07T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43058_mlb,43058,mlb,Ben Taylor,Ben,Taylor,UN,,True,,,98.0,1927-09-30T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43056_mlb,43056,mlb,Carlos F. Diaz,Carlos,Diaz,UN,,True,190.0,75.0,60.0,1964-12-24T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43055_mlb,43055,mlb,Carlos Diaz,Carlos,Diaz,UN,,False,240.0,73.0,28.0,1996-12-16T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43054_mlb,43054,mlb,Carlos Diaz,Carlos,Diaz,UN,,True,161.0,72.0,67.0,1958-01-07T08:00Z,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43013_mlb,43013,mlb,Diego Granado,Diego,Granado,RP,77.0,False,200.0,73.0,28.0,1997-01-13T08:00Z,,Las Tunas,,Cuba,,,,,,,,ATH,2025-10-11T22:43:10.948991,,1
43015_mlb,43015,mlb,Kwan Adkins,Kwan,Adkins,LF,70.0,False,210.0,76.0,29.0,1996-10-02T07:00Z,,Brusly,LA,United States,,,,,,,,SF,2025-10-11T22:43:10.948991,,1
43220_mlb,43220,mlb,Mike Gallego,Mike,Gallego,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
43016_mlb,43016,mlb,Simon Whiteman,Simon,Whiteman,SS,88.0,False,165.0,70.0,28.0,1997-01-28T08:00Z,,Trumbull,CT,United States,,,,,,,,SF,2025-10-11T22:43:10.948991,,1
43147_mlb,43147,mlb,Tommy Sandt,Tommy,Sandt,UN,,True,,,,,,,,,,,,,,,,,2025-10-11T22:43:10.948991,,1
