"age","years_exp","stats_id","birth_country","competitions","college","full_name","birth_date","practice_participation","depth_chart_position","rotoworld_id","pandascore_id","rotowire_id","active","fantasy_data_id","team","birth_state","weight","opta_id","search_rank","fantasy_positions","status","injury_body_part","sport","injury_notes","high_school","sportradar_id","team_changed_at","first_name","yahoo_id","gsis_id","kalshi_id","birth_city","swish_id","metadata","last_name","hashtag","search_first_name","depth_chart_order","injury_status","position","news_updated","player_id","practice_description","oddsjam_id","team_abbr","search_last_name","height","number","search_full_name","injury_start_date","espn_id","dupes"
NA,8,NA,NA,"[]","","Kailer Yamamoto",NA,NA,NA,NA,NA,NA,"True",NA,"UTA",NA,178,NA,NA,"","ACT",NA,"nhl",NA,NA,"8b968705-833a-4251-92d7-eef4c0721953",NA,"Kailer",NA,NA,NA,NA,9012441,"{'birth_date': '1998-09-29', 'birth_place': 'Spokane, WA, USA', 'channel_id': '1210764352206942208', 'college': '', 'draft_pick': '22', 'draft_round': '1', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2017'}","Yamamoto","#kaileryamamoto-NHL-UTA-56","kailer",NA,NA,"RW",NA,"1271",NA,NA,NA,"yamamoto",69,56,"kaileryamamoto",NA,4233648,1
NA,NA,NA,NA,"[]","","Albin Sundin",NA,NA,NA,NA,NA,NA,"True",NA,"EDM",NA,198,NA,NA,"","UDP",NA,"nhl",NA,NA,"98a96c2f-4325-49d2-8adb-2f40f3795fca",NA,"Albin",NA,NA,NA,NA,NA,"{'birth_date': '2004-08-13', 'birth_place': 'Kungsbacka,, SWE', 'college': '', 'draft_pick': '183', 'draft_round': '6', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Sundin","#albinsundin-NHL-EDM","albin",NA,NA,"D",NA,"3392",NA,NA,NA,"sundin",74,NA,"albinsundin",NA,NA,1
NA,NA,NA,NA,"[]","","Matthew Strome",NA,NA,NA,NA,NA,NA,"True",NA,"WSH",NA,208,NA,NA,"","ACT",NA,"nhl",NA,NA,"a5196470-6ff5-4a6a-8a6d-5327f12169db",NA,"Matthew",NA,NA,NA,NA,9012223,"{'birth_date': '1999-01-06', 'birth_place': 'Mississauga, ON, CAN', 'channel_id': '1273880332864606208', 'college': '', 'draft_pick': '106', 'draft_round': '4', 'draft_year': '2017', 'high_school': '', 'rookie_year': ''}","Strome","#matthewstrome-NHL-WSH-98","matthew",NA,NA,"LW",NA,"2617",NA,NA,NA,"strome",77,98,"matthewstrome",NA,4587817,1
NA,7,NA,NA,"[]","Cornell","Joakim Ryan",NA,NA,NA,NA,NA,NA,"True",NA,"CAR",NA,185,NA,NA,"","IR",NA,"nhl",NA,NA,"97b84eda-e892-4be3-904a-b781134a5d50",NA,"Joakim",NA,NA,NA,NA,9000439,"{'birth_date': '1993-06-17', 'birth_place': 'Rumson, NJ, USA', 'college': 'Cornell', 'draft_pick': '198', 'draft_round': '7', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2017'}","Ryan","#joakimryan-NHL-CAR-33","joakim",NA,NA,"D",NA,"3454",NA,NA,NA,"ryan",71,33,"joakimryan",NA,3069521,1
NA,4,NA,NA,"[]","","Brett Leason",NA,NA,NA,NA,NA,NA,"True",NA,"MIN",NA,220,NA,NA,"","ACT",NA,"nhl",NA,NA,"a2efae93-5d91-4155-b866-f0860a10b0bf",NA,"Brett",NA,NA,NA,NA,9013242,"{'birth_date': '1999-04-30', 'birth_place': 'Calgary, AB, CAN', 'channel_id': '1157131348637405184', 'college': '', 'draft_pick': '56', 'draft_round': '2', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2021'}","Leason","#brettleason-NHL-MIN-20","brett",NA,NA,"RW",NA,"1885",NA,NA,NA,"leason",77,20,"brettleason",NA,4565278,1
NA,NA,NA,NA,"[]","","Ben Danford",NA,NA,NA,NA,NA,NA,"True",NA,"TOR",NA,188,NA,NA,"","ACT",NA,"nhl",NA,NA,"be268abf-e46b-4f82-8867-4a741c7f939f",NA,"Ben",NA,NA,NA,NA,9024904,"{'birth_date': '2006-02-06', 'birth_place': 'Madoc, ON, CAN', 'channel_id': '1274544767803363328', 'college': '', 'draft_pick': '31', 'draft_round': '1', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Danford","#bendanford-NHL-TOR-38","ben",NA,NA,"D",NA,"3241",NA,NA,NA,"danford",73,38,"bendanford",NA,5229138,1
NA,NA,NA,NA,"[]","","Jiri Smejkal",NA,NA,NA,NA,NA,NA,"True",NA,"OTT",NA,209,NA,NA,"","ACT",NA,"nhl",NA,NA,"38b0b7a5-b244-4369-9ddc-3e89adff64a8",NA,"Jiri",NA,NA,NA,NA,9015760,"{'birth_date': '1996-11-05', 'birth_place': 'Ceske Budejovice,, CZE', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Smejkal","#jirismejkal-NHL-OTT-13","jiri",NA,NA,"LW",NA,"3072",NA,NA,NA,"smejkal",76,13,"jirismejkal",NA,NA,1
NA,2,NA,NA,"[]","","Connor Zary",NA,NA,NA,NA,NA,NA,"True",NA,"CGY",NA,178,NA,NA,"","ACT",NA,"nhl",NA,NA,"bff8e6a9-5280-4a1f-8f55-50b40f554d7c",NA,"Connor",NA,NA,NA,NA,9013543,"{'birth_date': '2001-09-25', 'birth_place': 'Saskatoon, SK, CAN', 'channel_id': '1157130977026265088', 'college': '', 'draft_pick': '24', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2023'}","Zary","#connorzary-NHL-CGY-47","connor",NA,NA,"C",NA,"3012",NA,NA,NA,"zary",72,47,"connorzary",NA,4697407,1
NA,2,NA,NA,"[]","Michigan","John Beecher",NA,NA,NA,NA,NA,NA,"True",NA,"BOS",NA,220,NA,NA,"","ACT",NA,"nhl",NA,NA,"8befeb0f-e7c2-42eb-82d4-3708e81fe08a",NA,"John",NA,NA,NA,NA,9014921,"{'birth_date': '2001-04-05', 'birth_place': 'Elmira, NY, USA', 'channel_id': '1157131121964634112', 'college': 'Michigan', 'draft_pick': '30', 'draft_round': '1', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2023'}","Beecher","#johnbeecher-NHL-BOS-19","john",NA,NA,"C",NA,"2458",NA,NA,NA,"beecher",75,19,"johnbeecher",NA,NA,1
NA,4,NA,NA,"[]","","Karel Vejmelka",NA,NA,NA,NA,NA,NA,"True",NA,"UTA",NA,221,NA,NA,"","ACT",NA,"nhl",NA,NA,"d8099c30-1c1e-4c66-abbd-7d9de11ba05f",NA,"Karel",NA,NA,NA,NA,9014464,"{'birth_date': '1996-05-25', 'birth_place': 'Trebic,, CZE', 'channel_id': '1157131364613509120', 'college': '', 'draft_pick': '145', 'draft_round': '5', 'draft_year': '2015', 'high_school': '', 'rookie_year': '2021'}","Vejmelka","#karelvejmelka-NHL-UTA-70","karel",NA,NA,"G",NA,"1114",NA,NA,NA,"vejmelka",76,70,"karelvejmelka",NA,3942065,1
NA,NA,NA,NA,"[]","","Marcus Sylvegard",NA,NA,NA,NA,NA,NA,"True",NA,"STL",NA,190,NA,NA,"","ACT",NA,"nhl",NA,NA,"f75f6a00-7c7f-441a-bc73-d43a7af2b5de",NA,"Marcus",NA,NA,NA,NA,9024864,"{'birth_date': '1999-05-04', 'birth_place': 'Gessie,, SWE', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}","Sylvegard","#marcussylvegard-NHL-STL-29","marcus",NA,NA,"RW",NA,"3197",NA,NA,NA,"sylvegard",72,29,"marcussylvegard",NA,5211056,1
NA,NA,NA,NA,"[]","","Cooper Foster",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,172,NA,NA,"","ACT",NA,"nhl",NA,NA,"c2d53c9c-0bde-49a6-94b9-13676dafb029",NA,"Cooper",NA,NA,NA,NA,9015321,"{'birth_date': '2005-06-04', 'birth_place': 'Sault Ste. Marie, ON, CAN', 'college': '', 'draft_pick': '174', 'draft_round': '6', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Foster","#cooperfoster-NHL-PIT-61","cooper",NA,NA,"C",NA,"2132",NA,NA,NA,"foster",71,61,"cooperfoster",NA,5188430,1
NA,11,NA,NA,"[]","Northeastern","Josh Manson",NA,NA,NA,NA,NA,NA,"True",NA,"COL",NA,218,NA,NA,"","ACT",NA,"nhl",NA,NA,"308d83f1-6166-407e-9959-8badc52be1ca",NA,"Josh",NA,NA,NA,NA,8476312,"{'birth_date': '1991-10-07', 'birth_place': 'Hinsdale, IL, USA', 'channel_id': '1157130998421409792', 'college': 'Northeastern', 'draft_pick': '160', 'draft_round': '6', 'draft_year': '2011', 'high_school': '', 'rookie_year': '2014'}","Manson","#joshmanson-NHL-COL-42","josh",NA,NA,"D",NA,"1227",NA,NA,NA,"manson",75,42,"joshmanson",NA,2590829,1
NA,5,NA,NA,"[]","North Dakota","Cole Smith",NA,NA,NA,NA,NA,NA,"True",NA,"NSH",NA,195,NA,NA,"","ACT",NA,"nhl",NA,NA,"34290152-3e37-43dd-baa6-4dbf8bed0238",NA,"Cole",NA,NA,NA,NA,9013896,"{'birth_date': '1995-10-28', 'birth_place': 'Brainerd, MN, USA', 'channel_id': '1157131054348259328', 'college': 'North Dakota', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2020'}","Smith","#colesmith-NHL-NSH-36","cole",NA,NA,"LW",NA,"1345",NA,NA,NA,"smith",75,36,"colesmith",NA,4197130,1
NA,NA,NA,NA,"[]","","Andrew MacNiel",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,196,NA,NA,"","UDP",NA,"nhl",NA,NA,"6b8980b5-b37a-469d-be8e-d92b39f29127",NA,"Andrew",NA,NA,NA,NA,NA,"{'birth_date': '2007-07-25', 'birth_place': 'Cobourg, ON, CAN', 'channel_id': '1244828836567207936', 'college': '', 'draft_pick': '189', 'draft_round': '6', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","MacNiel","#andrewmacniel-NHL-MTL","andrew",NA,NA,"D",NA,"3908",NA,NA,NA,"macniel",74,NA,"andrewmacniel",NA,NA,1
NA,NA,NA,NA,"[]","","Lucas Vanroboys",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,175,NA,NA,"","ACT",NA,"nhl",NA,NA,"0fe83f3f-c2e5-4337-988c-362016642ab9",NA,"Lucas",NA,NA,NA,NA,9025121,"{'birth_date': '1999-07-24', 'birth_place': 'Thamesville, ON, CAN', 'channel_id': '1274484219090833408', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Vanroboys","#lucasvanroboys-NHL-SJ-67","lucas",NA,NA,"RW",NA,"3463",NA,NA,NA,"vanroboys",74,67,"lucasvanroboys",NA,5206818,1
NA,3,NA,NA,"[]","Providence","Vincent Desharnais",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,225,NA,NA,"","ACT",NA,"nhl",NA,NA,"ec3843fd-5164-47ef-aa4c-c607b3f05e32",NA,"Vincent",NA,NA,NA,NA,9001035,"{'birth_date': '1996-05-29', 'birth_place': 'Laval, QC, CAN', 'channel_id': '1157130992050262016', 'college': 'Providence', 'draft_pick': '183', 'draft_round': '7', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2022'}","Desharnais","#vincentdesharnais-NHL-SJ-5","vincent",NA,NA,"D",NA,"1280",NA,NA,NA,"desharnais",79,5,"vincentdesharnais",NA,4392260,1
NA,NA,NA,NA,"[]","Wisconsin","Charlie Stramel",NA,NA,NA,NA,NA,NA,"True",NA,"MIN",NA,212,NA,NA,"","NWT",NA,"nhl",NA,NA,"3a040612-3736-487a-a877-21e94c6973cb",NA,"Charlie",NA,NA,NA,NA,NA,"{'birth_date': '2004-10-15', 'birth_place': 'St. Paul, MN, USA', 'college': 'Wisconsin', 'draft_pick': '21', 'draft_round': '1', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Stramel","#charliestramel-NHL-MIN","charlie",NA,NA,"RW",NA,"1949",NA,NA,NA,"stramel",75,NA,"charliestramel",NA,5149196,1
NA,10,NA,NA,"[]","","Derek Ryan",NA,NA,NA,NA,NA,NA,"True",NA,"EDM",NA,185,NA,NA,"","ACT",NA,"nhl",NA,NA,"a053e5a5-8614-45fa-8783-ca14e23bb6ee",NA,"Derek",NA,NA,NA,NA,8478585,"{'birth_date': '1986-12-29', 'birth_place': 'Spokane, WA, USA', 'channel_id': '1157131020953210880', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2015'}","Ryan","#derekryan-NHL-EDM-10","derek",NA,NA,"C",NA,"1275",NA,NA,NA,"ryan",70,10,"derekryan",NA,3902133,1
NA,3,NA,NA,"[]","","Leevi Merilainen",NA,NA,NA,NA,NA,NA,"True",NA,"OTT",NA,186,NA,NA,"","ACT",NA,"nhl",NA,NA,"84e9ad88-62ee-4408-91bc-6eab03acef3b",NA,"Leevi",NA,NA,NA,NA,9013629,"{'birth_date': '2002-08-13', 'birth_place': 'Oulu,, FIN', 'channel_id': '1174117975544840192', 'college': '', 'draft_pick': '71', 'draft_round': '3', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2022'}","Merilainen","#leevimerilainen-NHL-OTT-1","leevi",NA,NA,"G",NA,"3077",NA,NA,NA,"merilainen",75,1,"leevimerilainen",NA,4894703,1
NA,1,NA,NA,"[]","Providence","Brett Berard",NA,NA,NA,NA,NA,NA,"True",NA,"NYR",NA,175,NA,NA,"","ACT",NA,"nhl",NA,NA,"56243176-9113-4d50-8b68-6a86e5e971e3",NA,"Brett",NA,NA,NA,NA,9013745,"{'birth_date': '2002-09-09', 'birth_place': 'Providence, RI, USA', 'channel_id': '1166568157779861504', 'college': 'Providence', 'draft_pick': '134', 'draft_round': '5', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2024'}","Berard","#brettberard-NHL-NYR-65","brett",NA,NA,"LW",NA,"2465",NA,NA,NA,"berard",69,65,"brettberard",NA,4697654,1
NA,NA,NA,NA,"[]","","Maxime Pellerin",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,181,NA,NA,"","ACT",NA,"nhl",NA,NA,"ff54b81b-d9b3-4291-9459-61425efcad60",NA,"Maxime",NA,NA,NA,NA,9025263,"{'birth_date': '2003-02-18', 'birth_place': 'Victoriaville, QC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Pellerin","#maximepellerin-NHL-MTL","maxime",NA,NA,"C",NA,"3681",NA,NA,NA,"pellerin",72,NA,"maximepellerin",NA,NA,1
NA,NA,NA,NA,"[]","Colorado College","Zachary Berzolla",NA,NA,NA,NA,NA,NA,"True",NA,"VAN",NA,196,NA,NA,"","ACT",NA,"nhl",NA,NA,"552a38a2-d882-422f-a75b-1dd691757800",NA,"Zachary",NA,NA,NA,NA,9014534,"{'birth_date': '1998-05-28', 'birth_place': 'Howell, NJ, USA', 'college': 'Colorado College', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Berzolla","#zacharyberzolla-NHL-VAN-80","zachary",NA,NA,"D",NA,"2544",NA,NA,NA,"berzolla",74,80,"zacharyberzolla",NA,NA,1
NA,12,NA,NA,"[]","Wisconsin","Jake McCabe",NA,NA,NA,NA,NA,NA,"True",NA,"TOR",NA,212,NA,NA,"","ACT",NA,"nhl",NA,NA,"41f16295-352c-4b37-ae82-330cfc1fc970",NA,"Jake",NA,NA,NA,NA,8476931,"{'birth_date': '1993-10-12', 'birth_place': 'Eau Claire, WI, USA', 'channel_id': '1157131177732100096', 'college': 'Wisconsin', 'draft_pick': '44', 'draft_round': '2', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2013'}","McCabe","#jakemccabe-NHL-TOR-22","jake",NA,NA,"D",NA,"1563",NA,NA,NA,"mccabe",73,22,"jakemccabe",NA,3020803,1
NA,NA,NA,NA,"[]","","Maximus Wanner",NA,NA,NA,NA,NA,NA,"True",NA,"BOS",NA,185,NA,NA,"","ACT",NA,"nhl",NA,NA,"7f2256c2-cc62-4cbb-bc9c-63901167f70e",NA,"Maximus",NA,NA,NA,NA,9014364,"{'birth_date': '2003-03-12', 'birth_place': 'Estevan, SK, CAN', 'channel_id': '1274544729781997569', 'college': '', 'draft_pick': '212', 'draft_round': '7', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}","Wanner","#maximuswanner-NHL-BOS-64","maximus",NA,NA,"D",NA,"2839",NA,NA,NA,"wanner",75,64,"maximuswanner",NA,4894930,1
NA,NA,NA,NA,"[]","","Joona Saarelainen",NA,NA,NA,NA,NA,NA,"True",NA,"TB",NA,193,NA,NA,"","UDP",NA,"nhl",NA,NA,"3670154a-c256-4522-968a-7da4016b50c2",NA,"Joona",NA,NA,NA,NA,NA,"{'birth_date': '2006-04-04', 'birth_place': 'Mikkeli,, FIN', 'college': '', 'draft_pick': '149', 'draft_round': '5', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Saarelainen","#joonasaarelainen-NHL-TB","joona",NA,NA,"C",NA,"3344",NA,NA,NA,"saarelainen",69,NA,"joonasaarelainen",NA,NA,1
NA,NA,NA,NA,"[]","","Djibril Toure",NA,NA,NA,NA,NA,NA,"True",NA,"OTT",NA,203,NA,NA,"","ACT",NA,"nhl",NA,NA,"f06bfe66-cdc0-4061-adff-f4fc2faf9710",NA,"Djibril",NA,NA,NA,NA,9015705,"{'birth_date': '2003-06-05', 'birth_place': 'Montreal, QC, CAN', 'channel_id': '1274665471341232128', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Toure","#djibriltoure-NHL-OTT-76","djibril",NA,NA,"D",NA,"2875",NA,NA,NA,"toure",79,76,"djibriltoure",NA,5172333,1
NA,6,NA,NA,"[]","","Rasmus Sandin",NA,NA,NA,NA,NA,NA,"True",NA,"WSH",NA,189,NA,NA,"","ACT",NA,"nhl",NA,NA,"05fed45c-9c7e-4f5e-b94b-03dc4e0f4309",NA,"Rasmus",NA,NA,NA,NA,9012557,"{'birth_date': '2000-03-07', 'birth_place': 'Uppsala,, SWE', 'channel_id': '1157131277170659328', 'college': '', 'draft_pick': '29', 'draft_round': '1', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2019'}","Sandin","#rasmussandin-NHL-WSH-38","rasmus",NA,NA,"D",NA,"1741",NA,NA,NA,"sandin",71,38,"rasmussandin",NA,4352803,1
NA,10,NA,NA,"[]","Michigan","Dylan Larkin",NA,NA,NA,NA,NA,NA,"True",NA,"DET",NA,204,NA,NA,"","ACT",NA,"nhl",NA,NA,"61eae331-7558-4f3d-a3d0-886a9f422c91",NA,"Dylan",NA,NA,NA,NA,8477946,"{'birth_date': '1996-07-30', 'birth_place': 'Waterford, MI, USA', 'channel_id': '1157131103841046528', 'college': 'Michigan', 'draft_pick': '15', 'draft_round': '1', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2015'}","Larkin","#dylanlarkin-NHL-DET-71","dylan",NA,NA,"C",NA,"1427",NA,NA,NA,"larkin",73,71,"dylanlarkin",NA,3114755,1
NA,8,NA,NA,"[]","Minnesota Duluth","Alex Iafallo",NA,NA,NA,NA,NA,NA,"True",NA,"WPG",NA,201,NA,NA,"","ACT",NA,"nhl",NA,NA,"63525ddb-3d33-45a8-b044-12e0ea92121c",NA,"Alex",NA,NA,NA,NA,9012246,"{'birth_date': '1993-12-21', 'birth_place': 'Eden, NY, USA', 'channel_id': '1157131297718554624', 'college': 'Minnesota Duluth', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2017'}","Iafallo","#alexiafallo-NHL-WPG-9","alex",NA,NA,"LW",NA,"1076",NA,NA,NA,"iafallo",72,9,"alexiafallo",NA,3652598,1
NA,NA,NA,NA,"[]","","Gavin McCarthy",NA,NA,NA,NA,NA,NA,"True",NA,"BUF",NA,185,NA,NA,"","NWT",NA,"nhl",NA,NA,"6f5c171b-3d23-48ca-8aff-b9d9863bea33",NA,"Gavin",NA,NA,NA,NA,NA,"{'birth_date': '2005-06-02', 'birth_place': 'Troy, NY, USA', 'college': '', 'draft_pick': '86', 'draft_round': '3', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","McCarthy","#gavinmccarthy-NHL-BUF","gavin",NA,NA,"D",NA,"2048",NA,NA,NA,"mccarthy",74,NA,"gavinmccarthy",NA,NA,1
NA,NA,NA,NA,"[]","","Mac Hollowell",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,170,NA,NA,"","ACT",NA,"nhl",NA,NA,"b26cd315-8695-47f8-a73f-dbac3669110e",NA,"Mac",NA,NA,NA,NA,9012733,"{'birth_date': '1998-09-26', 'birth_place': 'Niagara Falls, ON, CAN', 'college': '', 'draft_pick': '118', 'draft_round': '4', 'draft_year': '2018', 'high_school': '', 'rookie_year': ''}","Hollowell","#machollowell-NHL-PIT-81","mac",NA,NA,"D",NA,"2248",NA,NA,NA,"hollowell",69,81,"machollowell",NA,4392605,1
NA,NA,NA,NA,"[]","","Jakub Rychlovsky",NA,NA,NA,NA,NA,NA,"True",NA,"DET",NA,198,NA,NA,"","ACT",NA,"nhl",NA,NA,"7da5a638-1839-476b-8fce-17954798c5c8",NA,"Jakub",NA,NA,NA,NA,9024871,"{'birth_date': '2001-08-07', 'birth_place': 'Vrchlabi,, CZE', 'channel_id': '1274484257158336512', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Rychlovsky","#jakubrychlovsky-NHL-DET-81","jakub",NA,NA,"LW",NA,"3214",NA,NA,NA,"rychlovsky",71,81,"jakubrychlovsky",NA,5229155,1
NA,NA,NA,NA,"[]","","Karl Annborn",NA,NA,NA,NA,NA,NA,"True",NA,"SEA",NA,188,NA,NA,"","UDP",NA,"nhl",NA,NA,"92592021-1a33-4fe2-beef-f2a02eecbedc",NA,"Karl",NA,NA,NA,NA,NA,"{'birth_date': '2007-03-06', 'birth_place': 'Orebro,, SWE', 'channel_id': '1244828796872314880', 'college': '', 'draft_pick': '205', 'draft_round': '7', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","Annborn","#karlannborn-NHL-SEA","karl",NA,NA,"D",NA,"3863",NA,NA,NA,"annborn",72,NA,"karlannborn",NA,NA,1
NA,16,NA,NA,"[]","","Brayden Schenn",NA,NA,NA,NA,NA,NA,"True",NA,"STL",NA,199,NA,NA,"","ACT",NA,"nhl",NA,NA,"4335a201-0f24-11e2-8525-18a905767e44",NA,"Brayden",NA,NA,NA,NA,8475170,"{'birth_date': '1991-08-22', 'birth_place': 'Saskatoon, SK, CAN', 'channel_id': '1157131072991940608', 'college': '', 'draft_pick': '5', 'draft_round': '1', 'draft_year': '2009', 'high_school': '', 'rookie_year': '2009'}","Schenn","#braydenschenn-NHL-STL-10","brayden",NA,NA,"C",NA,"1374",NA,NA,NA,"schenn",73,10,"braydenschenn",NA,5219,1
NA,4,NA,NA,"[]","","Alexander True",NA,NA,NA,NA,NA,NA,"True",NA,"FLA",NA,200,NA,NA,"","ACT",NA,"nhl",NA,NA,"7d8c4d77-6738-4578-a82f-b76151e0d168",NA,"Alexander",NA,NA,NA,NA,9012662,"{'birth_date': '1997-07-17', 'birth_place': 'Copenhagen,, DNK', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2019'}","True","#alexandertrue-NHL-FLA-20","alexander",NA,NA,"C",NA,"2272",NA,NA,NA,"true",77,20,"alexandertrue",NA,NA,1
NA,1,NA,NA,"[]","","Sebastian Cossa",NA,NA,NA,NA,NA,NA,"True",NA,"DET",NA,222,NA,NA,"","ACT",NA,"nhl",NA,NA,"9093a07a-7ee5-401e-8b61-4aaa424f1c41",NA,"Sebastian",NA,NA,NA,NA,9014053,"{'birth_date': '2002-11-21', 'birth_place': 'Hamilton, ON, CAN', 'channel_id': '1169346413771911168', 'college': '', 'draft_pick': '15', 'draft_round': '1', 'draft_year': '2021', 'high_school': '', 'rookie_year': '2024'}","Cossa","#sebastiancossa-NHL-DET-3","sebastian",NA,NA,"G",NA,"2863",NA,NA,NA,"cossa",78,3,"sebastiancossa",NA,4874732,1
NA,6,NA,NA,"[]","","Cale Fleury",NA,NA,NA,NA,NA,NA,"True",NA,"SEA",NA,204,NA,NA,"","ACT",NA,"nhl",NA,NA,"b8a3b1f8-8857-43d7-9f83-5ccbe9eac0eb",NA,"Cale",NA,NA,NA,NA,9012912,"{'birth_date': '1998-11-19', 'birth_place': 'Carlyle, SK, CAN', 'channel_id': '1157130896084586496', 'college': '', 'draft_pick': '87', 'draft_round': '3', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2019'}","Fleury","#calefleury-NHL-SEA-8","cale",NA,NA,"D",NA,"1014",NA,NA,NA,"fleury",73,8,"calefleury",NA,4393055,1
NA,NA,NA,NA,"[]","","Nolan Yaremko",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,201,NA,NA,"","ACT",NA,"nhl",NA,NA,"837a6eca-c6ee-46b5-97c1-38e152333196",NA,"Nolan",NA,NA,NA,NA,NA,"{'birth_date': '1998-05-17', 'birth_place': 'Spirit River, AB, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Yaremko","#nolanyaremko-NHL-MTL-45","nolan",NA,NA,"LW",NA,"2925",NA,NA,NA,"yaremko",73,45,"nolanyaremko",NA,NA,1
NA,NA,NA,NA,"[]","Notre Dame","Trevor Janicke",NA,NA,NA,NA,NA,NA,"True",NA,"CGY",NA,193,NA,NA,"","ACT",NA,"nhl",NA,NA,"3b23c596-f649-4b2d-b211-d75664c52f2c",NA,"Trevor",NA,NA,NA,NA,9013464,"{'birth_date': '2000-12-25', 'birth_place': 'Maple Grove, MN, USA', 'college': 'Notre Dame', 'draft_pick': '132', 'draft_round': '5', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}","Janicke","#trevorjanicke-NHL-CGY-63","trevor",NA,NA,"C",NA,"3651",NA,NA,NA,"janicke",70,63,"trevorjanicke",NA,NA,1
NA,12,NA,NA,"[]","","Tom Wilson",NA,NA,NA,NA,NA,NA,"True",NA,"WSH",NA,225,NA,NA,"","ACT",NA,"nhl",NA,NA,"86153281-b8f0-11e2-8051-f4ce4684ea4c",NA,"Tom",NA,NA,NA,NA,8476880,"{'birth_date': '1994-03-29', 'birth_place': 'Toronto, ON, CAN', 'channel_id': '1157131288839213056', 'college': '', 'draft_pick': '16', 'draft_round': '1', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2013'}","Wilson","#tomwilson-NHL-WSH-43","tom",NA,NA,"RW",NA,"1757",NA,NA,NA,"wilson",76,43,"tomwilson",NA,2970615,1
NA,NA,NA,NA,"[]","","Cristophe Tellier",NA,NA,NA,NA,NA,NA,"True",NA,"FLA",NA,185,NA,NA,"","ACT",NA,"nhl",NA,NA,"547f276e-fd05-461d-ad77-2990b2f819cb",NA,"Cristophe",NA,NA,NA,NA,NA,"{'birth_date': '2000-05-23', 'birth_place': 'Sherbrooke, QC, CAN', 'channel_id': '1273880246113816576', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Tellier","#cristophetellier-NHL-FLA-55","cristophe",NA,NA,"LW",NA,"3976",NA,NA,NA,"tellier",73,55,"cristophetellier",NA,4997060,1
