player_id,opta_id,fantasy_data_id,news_updated,years_exp,espn_id,birth_state,birth_date,fantasy_positions,depth_chart_order,kalshi_id,active,sportradar_id,team_abbr,player_id,stats_id,high_school,height,gsis_id,competitions,search_full_name,status,injury_start_date,search_first_name,practice_participation,sport,college,yahoo_id,oddsjam_id,birth_city,injury_status,last_name,age,metadata,swish_id,number,practice_description,pandascore_id,search_rank,full_name,rotoworld_id,weight,birth_country,team,depth_chart_position,injury_body_part,hashtag,position,first_name,team_changed_at,search_last_name,injury_notes,rotowire_id
3262,,,1754320851027.0,1.0,,FL,1996-03-28,,,,True,8a2c380b-d7c3-4c68-bfa9-436935d138c7,,3262,,Venice (FL),72,,[],ryanmiller,A,,ryan,,mlb,Clemson,,6E007ED0F720D0B8,Sarasota,,Miller,,"{'bat_hand': 'R', 'channel_id': '1157161333129510912', 'full_name': 'Ryan Miller', 'pro_debut': '2024-08-27', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-08-28T04:11:53+00:00'}",668943.0,53.0,,,,Ryan Miller,,180,USA,LAA,,,#ryanmiller-MLB-LAA-53,SP,Ryan,,miller,,19847.0
1827,,,1759095631552.0,6.0,,CA,1996-11-18,,,,True,72248e3e-3b0f-4523-9ff6-833aa33f3b32,,1827,,Rocklin (CA),73,,[],loganwebb,A,,logan,,mlb,,,E7D5BA5F2D3C,Rocklin,,Webb,,"{'bat_hand': 'R', 'channel_id': '1157161501136551936', 'full_name': 'Logan Webb', 'pro_debut': '2019-08-17', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-04-04T14:26:27+00:00'}",657277.0,62.0,,,,Logan Webb,,223,USA,SF,,,#loganwebb-MLB-SF-62,SP,Logan,,webb,,13478.0
1723,,,1751926519843.0,4.0,,FL,1996-04-01,,,,True,d548d8c4-f974-4ee8-873f-16b72429d2c3,,1723,,Okeechobee (FL),73,,[],kuttercrawford,D60,,kutter,,mlb,Florida Gulf Coast,,2F423FD15893,Okeechobee,IL60,Crawford,,"{'bat_hand': 'R', 'channel_id': '1157161450574217216', 'full_name': 'Kutter Crawford', 'pro_debut': '2021-09-05', 'rookie_year': '2021', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-05-16T18:38:31+00:00'}",676710.0,50.0,,,,Kutter Crawford,,195,USA,BOS,,Knee,#kuttercrawford-MLB-BOS-50,SP,Kutter,,crawford,Tendinitis,17608.0
2954,,,1758912318180.0,2.0,,FL,1999-07-27,,,,True,3be58676-a613-4f65-9859-c3b29d2750ce,,2954,,Ponte Vedra Beach (FL),71,,[],jacobyoung,A,,jacob,,mlb,Florida,,6BF91099B619,Ponte Vedra,,Young,,"{'bat_hand': 'R', 'channel_id': '1157161589124661248', 'full_name': 'Jacob Young', 'pro_debut': '2023-08-26', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-25T17:32:56+00:00'}",696285.0,30.0,,,,Jacob Young,,192,USA,WSH,,,#jacobyoung-MLB-WSH-30,CF,Jacob,,young,,18764.0
3469,,,1758939320024.0,0.0,,AL,2002-05-20,,,,True,4316a8bb-7459-4fe0-aa34-7a8f95d74c8c,,3469,,Florence (AL),75,,[],granttaylor,A,,grant,,mlb,LSU,,,Florence,,Taylor,,"{'bat_hand': 'R', 'channel_id': '1237943356399566848', 'full_name': 'Grant Taylor', 'pro_debut': '2025-06-10', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-11T14:29:35+00:00'}",,31.0,,,,Grant Taylor,,230,USA,CWS,,,#granttaylor-MLB-CWS-31,RP,Grant,,taylor,,18988.0
3032,,,1757979335147.0,0.0,,,2001-09-08,,,,True,4fe260a9-a32f-4137-8df2-b48b046b543b,,3032,,,71,,[],victormesa,MIN,,victor,,mlb,,,EE8D76B5E80B,Havana,,Mesa,,"{'bat_hand': 'L', 'channel_id': '1157161101624901632', 'full_name': 'Victor Mesa Jr.', 'pro_debut': '2025-05-26', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-09-15T23:20:05+00:00'}",683748.0,10.0,,,,Victor Mesa,,195,CUB,MIA,,,#victormesa-MLB-MIA-10,CF,Victor,,mesa,,15395.0
1927,,,1758141022649.0,6.0,,MD,1995-05-25,,,,True,bff726f2-15df-4bdf-80e1-211b284b299f,,1927,,Caravel Academy (DE),71,,[],jakefraley,D60,,jake,,mlb,LSU,,BF231F896556,Frederick,IL60,Fraley,,"{'bat_hand': 'L', 'channel_id': '1157161548234391552', 'full_name': 'Jake Fraley', 'pro_debut': '2019-08-21', 'rookie_year': '2019', 'status': 'D60', 'throw_hand': 'L', 'updated': '2025-09-19T14:39:37+00:00'}",641584.0,16.0,,,,Jake Fraley,,206,USA,ATL,,Oblique,#jakefraley-MLB-ATL-16,RF,Jake,,fraley,Strain,14309.0
2562,,,1701368457743.0,,,CA,,,,,True,9d50b8b0-60f0-4b4a-8b73-b7f0525303c2,,2562,,Rancho Bernardo (CA),74,,[],wyntonbernard,A,,wynton,,mlb,Niagara,,,San Diego,,Bernard,,"{'bat_hand': 'R', 'full_name': 'Wynton Bernard', 'pro_debut': '2022-08-12', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-20T02:13:00+00:00'}",592144.0,36.0,,,,Wynton Bernard,,195,USA,COL,,,#wyntonbernard-MLB-COL-36,CF,Wynton,,bernard,,13643.0
3418,,,1758645039873.0,0.0,,,2000-04-17,,,,True,4c696c69-01ad-4039-a18c-72bc1a4eff6c,,3418,,,68,,[],ronnysimon,D60,,ronny,,mlb,,,E8AAE566908ABB16,La Romana,IL60,Simon,,"{'bat_hand': 'B', 'channel_id': '1219703176941289472', 'full_name': 'Ronny Simon', 'pro_debut': '2025-04-21', 'rookie_year': '2025', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-09-23T16:23:03+00:00'}",,63.0,,,,Ronny Simon,,150,DOM,PIT,,Shoulder,#ronnysimon-MLB-PIT-63,2B,Ronny,,simon,Surgery,17120.0
1621,,,1754835042889.0,10.0,,KY,1991-02-06,,,,True,d7bb376c-9f2b-449b-b1eb-c6be13aa4886,,1621,,Covington Catholic (KY),75,,[],lukemaile,A,,luke,,mlb,Kentucky,,1C91265A4E9D,Edgewood,,Maile,,"{'bat_hand': 'R', 'channel_id': '1157161541737414656', 'full_name': 'Luke Maile', 'pro_debut': '2015-09-01', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-27T15:50:13+00:00'}",571912.0,17.0,,,,Luke Maile,,225,USA,KC,,,#lukemaile-MLB-KC-17,C,Luke,,maile,,14039.0
2719,,,1757976034497.0,2.0,,,2002-01-28,,,,True,d79a318a-166e-4ec4-9f4c-abf9de62da45,,2719,,,71,,[],luismatos,MIN,,luis,,mlb,,,95425A061744,Valera,,Matos,,"{'bat_hand': 'R', 'channel_id': '1157161489858068480', 'full_name': 'Luis Matos', 'pro_debut': '2023-06-14', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-09-15T22:38:55+00:00'}",682641.0,29.0,,,,Luis Matos,,207,VEN,SF,,,#luismatos-MLB-SF-29,RF,Luis,,matos,,15626.0
3550,,,1757710860096.0,0.0,,PA,1995-12-12,,,,True,1dc62a05-624d-4b28-bf88-2d75e95ad6f4,,3550,,State College Area (PA),72,,[],nickraquet,MIN,,nick,,mlb,William & Mary,,,Boalsburg,,Raquet,,"{'bat_hand': 'R', 'channel_id': '1270875513996455936', 'full_name': 'Nick Raquet', 'pro_debut': '2025-09-08', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-09-12T20:52:20+00:00'}",,70.0,,,,Nick Raquet,,215,USA,STL,,,#nickraquet-MLB-STL-70,SP,Nick,,raquet,,14909.0
1902,,,1707492327024.0,13.0,,AL,1986-04-10,,,,False,48982279-0e43-4d94-95fb-fd5e623b54b6,,1902,,Coppell (TX),76,,[],coreykluber,D60,,corey,,mlb,Stetson,,DB51DD2C0CD3,Birmingham,,Kluber,,"{'bat_hand': 'R', 'full_name': 'Corey Kluber', 'pro_debut': '2011-09-01', 'rookie_year': '2011', 'status': 'D60', 'throw_hand': 'R', 'updated': '2023-08-25T19:59:31+00:00'}",446372.0,28.0,,,,Corey Kluber,,215,USA,BOS,,,#coreykluber-MLB-BOS-28,SP,Corey,,kluber,,9875.0
2073,,,1758305722768.0,13.0,,,1991-04-04,,,,True,9012e198-9f53-4885-8b24-402e51524e82,,2073,,,72,,[],martinperez,D15,,martin,,mlb,,,3D08D7D117AD,Guanare,IL15,Pérez,,"{'bat_hand': 'L', 'channel_id': '1157161578378854400', 'full_name': 'Martín Pérez', 'pro_debut': '2012-06-27', 'rookie_year': '2012', 'status': 'D15', 'throw_hand': 'L', 'updated': '2025-09-19T18:56:43+00:00'}",527048.0,54.0,,,,Martín Pérez,,210,VEN,CWS,,Shoulder,#martinperez-MLB-CWS-54,RP,Martín,,perez,Strain,10867.0
2014,,,1758659759937.0,6.0,,TN,1995-08-23,,,,True,182d02a7-c606-4a85-a635-89dd1afdac6f,,2014,,Bearden (TN),71,,[],lanethomas,D10,,lane,,mlb,,,187A4A2C0C71,Knoxville,IL10,Thomas,,"{'bat_hand': 'R', 'channel_id': '1157161409725890560', 'full_name': 'Lane Thomas', 'pro_debut': '2019-04-17', 'rookie_year': '2019', 'status': 'D10', 'throw_hand': 'R', 'updated': '2025-07-06T15:17:08+00:00'}",657041.0,8.0,,,,Lane Thomas,,195,USA,CLE,,Foot,#lanethomas-MLB-CLE-8,CF,Lane,,thomas,Plantar Fasciitis,15658.0
1493,,,1690471212092.0,8.0,,TX,,,,,True,19970eff-23b1-4fde-96b2-a8dbc4e8c07a,,1493,,Brazoswood (TX),73,,[],ryantepera,A,,ryan,,mlb,Sam Houston State,,FA329802A9C2,Lake Jackson,,Tepera,,"{'bat_hand': 'R', 'full_name': 'Ryan Tepera', 'pro_debut': '2015-05-10', 'rookie_year': '2015', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-07-17T21:27:37+00:00'}",572193.0,38.0,,,,Ryan Tepera,,195,USA,STL,,,#ryantepera-MLB-STL-38,RP,Ryan,,tepera,,12403.0
1512,,,,,,AZ,,,,,True,2f7e6208-995f-498c-8057-030bd43a13e8,,1512,,Ottawa Township (IL),72,,[],michaelhermosillo,A,,michael,,mlb,,,,Mesa,,Hermosillo,,"{'bat_hand': 'R', 'full_name': 'Michael Hermosillo', 'pro_debut': '2018-05-18', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-09-06T23:11:18+00:00'}",641684.0,37.0,,,,Michael Hermosillo,,205,USA,CHC,,,#michaelhermosillo-MLB-CHC-37,RF,Michael,,hermosillo,,
2195,,,1758843913339.0,6.0,,TX,1997-09-06,,,,True,8c6572ee-d35f-4542-946a-1611e68395fe,,2195,,Northwest (TX),78,,[],dustinmay,D15,,dustin,,mlb,,,9EE82647B9DE,Justin,IL15,May,,"{'bat_hand': 'R', 'channel_id': '1157161679956508672', 'full_name': 'Dustin May', 'pro_debut': '2019-08-02', 'rookie_year': '2019', 'status': 'D15', 'throw_hand': 'R', 'updated': '2025-09-09T23:03:15+00:00'}",669160.0,85.0,,,,Dustin May,,180,USA,BOS,,Elbow,#dustinmay-MLB-BOS-85,SP,Dustin,,may,Inflammation,14331.0
2079,,,1752519318465.0,1.0,,FL,1998-10-13,,,,True,36d4d2af-ffb4-4a8f-bb56-b8273b34febf,,2079,,Williston (FL),75,,[],rickyvanasco,A,,ricky,,mlb,,,04298AEF51F2,Morriston,IL60,Vanasco,,"{'bat_hand': 'R', 'channel_id': '1157161380315430912', 'full_name': 'Ricky Vanasco', 'pro_debut': '2024-04-15', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-15T12:46:01+00:00'}",676568.0,57.0,,,,Ricky Vanasco,,180,USA,DET,,Undisclosed,#rickyvanasco-MLB-DET-57,SP,Ricky,,vanasco,Not Specified,16477.0
1948,,,1756909556153.0,4.0,,,1996-04-15,,,,True,dcdf6389-65cb-46cf-a44d-a6442f41cbec,,1948,,,74,,[],reiversanmartin,MIN,,reiver,,mlb,,,48A02163A738,Cartagena,,Sanmartin,,"{'bat_hand': 'L', 'channel_id': '1268701258374459392', 'full_name': 'Reiver Sanmartin', 'pro_debut': '2021-09-27', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-09-03T14:40:12+00:00'}",665665.0,48.0,,,,Reiver Sanmartin,,160,COL,CIN,,,#reiversanmartin-MLB-CIN-48,RP,Reiver,,sanmartin,,15244.0
3387,,,1748275240325.0,,,FL,2001-10-09,,,,False,75bb205b-c72f-44d9-9212-49f5a5e95782,,3387,,Braddock (FL),75,,[],yohandymorales,MIN,,yohandy,,mlb,Miami (FL),,,Miami,,Morales,,"{'bat_hand': 'R', 'channel_id': '1207397188380930048', 'full_name': 'Yohandy Morales', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-03-17T16:15:25+00:00'}",,39.0,,,,Yohandy Morales,,225,USA,WSH,,,#yohandymorales-MLB-WSH-39,1B,Yohandy,,morales,,16725.0
1357,,,1730743532308.0,3.0,,MA,1996-04-16,,,,True,e1ca8a23-8fd5-49bb-b125-9c695aa4e795,,1357,,Boston Latin (MA),74,,[],packynaughton,A,,packy,,mlb,Virginia Tech,,D0042EB84BA1,Boston,IL60,Naughton,,"{'bat_hand': 'R', 'full_name': 'Packy Naughton', 'pro_debut': '2021-08-08', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'L', 'updated': '2023-11-03T23:02:35+00:00'}",676050.0,70.0,,,,Packy Naughton,,195,USA,STL,,Elbow,#packynaughton-MLB-STL-70,RP,Packy,,naughton,Surgery,16259.0
3213,,,,,,SC,2002-01-18,,,,False,03262388-c014-4f90-9543-9be754b3c657,,3213,,Summerville (SC),76,,[],brodyhopkins,MIN,,brody,,mlb,Winthrop,,,Summerville,,Hopkins,,"{'bat_hand': 'R', 'full_name': 'Brody Hopkins', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-07-26T17:12:11+00:00'}",,,,,,Brody Hopkins,,200,USA,TB,,,#brodyhopkins-MLB-TB,SP,Brody,,hopkins,,
1923,,,1724282735004.0,17.0,,ON,1983-09-10,,,,True,f6a52aa9-6607-445b-a6cb-34a73b1859f9,,1923,,Richview Collegiate Institute (CAN),74,,[],joeyvotto,A,,joey,,mlb,,,CA1F53C709D9,Toronto,,Votto,,"{'bat_hand': 'L', 'full_name': 'Joey Votto', 'pro_debut': '2007-09-04', 'rookie_year': '2007', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-09-10T15:13:58+00:00'}",458015.0,19.0,,,,Joey Votto,,220,CAN,,,,#joeyvotto-MLB-FA-19,1B,Joey,,votto,,7856.0
1956,,,1752673227206.0,5.0,,GA,1998-09-29,,,,True,11df9b71-0e8a-4531-b8ef-12cfcfb9d8ff,,1956,,Cross Creek (GA),70,,[],luiscampusano,MIN,,luis,,mlb,,,F951E749BDC0,Augusta,,Campusano,,"{'bat_hand': 'R', 'channel_id': '1157161562507608064', 'full_name': 'Luis Campusano', 'pro_debut': '2020-09-04', 'rookie_year': '2020', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-07-16T03:01:18+00:00'}",669134.0,12.0,,,,Luis Campusano,,232,USA,SD,,,#luiscampusano-MLB-SD-12,DH,Luis,,campusano,,14808.0
3044,,,1758432628675.0,1.0,,,1998-12-01,,,,True,7fb43f1f-32f2-4517-828b-bd50da934a2d,,3044,,,76,,[],kaiweiteng,A,,kaiwei,,mlb,,,C6B04C4AC5D8,Taichung,,Teng,,"{'bat_hand': 'R', 'channel_id': '1157161499739848704', 'full_name': 'Kai-Wei Teng', 'pro_debut': '2024-03-31', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-31T19:22:45+00:00'}",678906.0,66.0,,,,Kai-Wei Teng,,260,TWN,SF,,,#kaiweiteng-MLB-SF-66,SP,Kai-Wei,,teng,,15291.0
2849,,,1757949914399.0,2.0,,IL,1998-06-15,,,,True,89e48bcc-8b4e-40b9-a72e-9f07af78bff0,,2849,,Lemont (IL),74,,[],garrettacton,MIN,,garrett,,mlb,Illinois,,FA8C7A6E77A2,Naperville,,Acton,,"{'bat_hand': 'L', 'channel_id': '1272626943807721472', 'full_name': 'Garrett Acton', 'pro_debut': '2023-05-14', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-09-15T15:20:37+00:00'}",670183.0,54.0,,,,Garrett Acton,,215,USA,TB,,,#garrettacton-MLB-TB-54,RP,Garrett,,acton,,17058.0
2528,,,1755091200883.0,7.0,,WA,1992-02-16,,,,False,ba2c1f71-c376-4004-b454-9fa3f2c4a22a,,2528,,Thomas Jefferson (WA),72,,[],jeffbrigham,MIN,,jeff,,mlb,Washington,,FE6A94563211,Federal Way,,Brigham,,"{'bat_hand': 'R', 'channel_id': '1234304624316395520', 'full_name': 'Jeff Brigham', 'pro_debut': '2018-09-02', 'rookie_year': '2018', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-06-10T22:27:25+00:00'}",656257.0,34.0,,,,Jeff Brigham,,195,USA,AZ,,,#jeffbrigham-MLB-AZ-34,RP,Jeff,,brigham,,13488.0
1760,,,1759017325494.0,9.0,,CA,1992-04-26,,,,True,86f7390e-61bd-4556-8325-a6705c7f693b,,1760,,Linden (CA),79,,[],aaronjudge,A,,aaron,,mlb,Fresno State,,D110AA3EEF3E,Linden,,Judge,,"{'bat_hand': 'R', 'channel_id': '1157161470253891584', 'full_name': 'Aaron Judge', 'pro_debut': '2016-08-13', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-05T17:16:52+00:00'}",592450.0,99.0,,,,Aaron Judge,,282,USA,NYY,,,#aaronjudge-MLB-NYY-99,RF,Aaron,,judge,,12959.0
1377,,,1759159535474.0,4.0,,MO,1996-04-10,,,,True,f2b87eb7-b609-4f58-840d-d28844be3f2c,,1377,,Christian Brothers College (MO),72,,[],jakeburger,A,,jake,,mlb,Missouri State,,6C95CE2E2D1A,St. Louis,Out,Burger,,"{'bat_hand': 'R', 'channel_id': '1157161097128607744', 'full_name': 'Jake Burger', 'pro_debut': '2021-07-02', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-01T21:45:16+00:00'}",669394.0,21.0,,,,Jake Burger,,230,USA,TEX,,Wrist,#jakeburger-MLB-TEX-21,1B,Jake,,burger,Surgery,14781.0
1401,,,1740063924748.0,12.0,,CA,1988-06-09,,,,True,5189f789-b0fd-426a-96ef-2e1706f12cfd,,1401,,Corona (CA),73,,[],joekelly,A,,joe,,mlb,UC Riverside,,8448B3342A66,Anaheim,,Kelly,,"{'bat_hand': 'R', 'channel_id': '1157161677716750336', 'full_name': 'Joe Kelly', 'pro_debut': '2012-06-10', 'rookie_year': '2012', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-31T13:27:42+00:00'}",523260.0,99.0,,,,Joe Kelly,,174,USA,LAD,,,#joekelly-MLB-LAD-99,RP,Joe,,kelly,,11053.0
1598,,,1758336324337.0,5.0,,MI,1995-04-01,,,,True,7960a26a-3ee0-4c7a-bc10-585cf71b02a5,,1598,,Bullock Creek (MI),72,,[],keeganakin,A,,keegan,,mlb,Western Michigan,,C1252A66B5FF,Alma,,Akin,,"{'bat_hand': 'L', 'channel_id': '1157161390817968128', 'full_name': 'Keegan Akin', 'pro_debut': '2020-08-14', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-07-28T18:37:17+00:00'}",669211.0,45.0,,,,Keegan Akin,,240,USA,BAL,,,#keeganakin-MLB-BAL-45,RP,Keegan,,akin,,14349.0
2388,,,1710203437028.0,4.0,,RI,1993-10-20,,,,False,680396a5-6000-4721-859b-87f014399381,,2388,,Ashley (NC),74,,[],trevorkelley,MIN,,trevor,,mlb,North Carolina,,D429C77EA105,Providence,,Kelley,,"{'bat_hand': 'R', 'full_name': 'Trevor Kelley', 'pro_debut': '2019-07-02', 'rookie_year': '2019', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-08-26T16:22:06+00:00'}",665001.0,44.0,,,,Trevor Kelley,,210,USA,TB,,,#trevorkelley-MLB-TB-44,RP,Trevor,,kelley,,16319.0
3339,,,1744743643505.0,,,,1992-01-17,,,,False,dc4be158-1f44-458f-8d8e-ab98d51f660e,,3339,,,74,,[],luisgonzalez,MIN,,luis,,mlb,,,,Valverde Mao,,González,,"{'bat_hand': 'L', 'channel_id': '1199824310529708032', 'full_name': 'Luis González', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-03-10T17:55:33+00:00'}",,53.0,,,,Luis González,,170,DOM,BAL,,,#luisgonzalez-MLB-BAL-53,SP,Luis,,gonzalez,,19258.0
2394,,,1696518918687.0,7.0,,FL,1989-09-18,,,,True,d585374f-09b3-4a95-97c8-756650458f0d,,2394,,Palm Beach Gardens (FL),73,,[],taylormotter,A,,taylor,,mlb,Coastal Carolina,,377955F42C21,West Palm Beach,,Motter,,"{'bat_hand': 'R', 'full_name': 'Taylor Motter', 'pro_debut': '2016-05-16', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-07-23T17:23:20+00:00'}",600301.0,55.0,,,,Taylor Motter,,195,USA,STL,,,#taylormotter-MLB-STL-55,2B,Taylor,,motter,,14110.0
3301,,,1756738841063.0,0.0,,ON,1999-06-02,,,,True,1701b260-56b9-4a25-a9e8-e40f166b5e4a,,3301,,Lawrence Park Collegiate Institute (CAN),69,,[],liamhicks,A,,liam,,mlb,Arkansas State,,C341415EDB1981FB,Toronto,,Hicks,,"{'bat_hand': 'L', 'channel_id': '1199824309971865600', 'full_name': 'Liam Hicks', 'pro_debut': '2025-03-28', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-29T20:04:26+00:00'}",,34.0,,,,Liam Hicks,,185,CAN,MIA,,,#liamhicks-MLB-MIA-34,C,Liam,,hicks,,19754.0
1954,,,1757253926204.0,13.0,,CA,1987-08-18,,,,True,2a83d30e-ce93-4445-8004-e6ffde0a9d8a,,1954,,Buchanan (CA),74,,[],justinwilson,A,,justin,,mlb,Fresno State,,76FB80DF365C,Anaheim,,Wilson,,"{'bat_hand': 'L', 'channel_id': '1157161561614221312', 'full_name': 'Justin Wilson', 'pro_debut': '2012-08-20', 'rookie_year': '2012', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-01-29T03:56:40+00:00'}",458677.0,32.0,,,,Justin Wilson,,205,USA,BOS,,,#justinwilson-MLB-BOS-32,RP,Justin,,wilson,,10653.0
2158,,,1758574235769.0,1.0,,TX,1997-09-15,,,,True,38405ace-e508-4711-92a7-05fad35cf974,,2158,,Alamo Heights (TX),79,,[],forrestwhitley,A,,forrest,,mlb,,,44572EC2CA0A,San Antonio,,Whitley,,"{'bat_hand': 'R', 'channel_id': '1157161663095406592', 'full_name': 'Forrest Whitley', 'pro_debut': '2024-04-16', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-16T20:40:49+00:00'}",666215.0,38.0,,,,Forrest Whitley,,208,USA,TB,,,#forrestwhitley-MLB-TB-38,RP,Forrest,,whitley,,14243.0
1789,,,1742231733622.0,10.0,,CA,1988-11-09,,,,True,a0edb8cf-2821-4107-bb92-9d5715f9ee2c,,1789,,New Canaan (CT),74,,[],curtcasali,A,,curt,,mlb,Vanderbilt,,4A45E65CB7AF,Walnut Creek,,Casali,,"{'bat_hand': 'R', 'channel_id': '1157161482484482048', 'full_name': 'Curt Casali', 'pro_debut': '2014-07-18', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-08-09T23:45:28+00:00'}",592200.0,2.0,,,,Curt Casali,,220,USA,SF,,,#curtcasali-MLB-SF-2,C,Curt,,casali,,13350.0
2648,,,1757965233971.0,3.0,,,1999-07-26,,,,True,45867a80-a8d0-4c56-96fe-41a24d7c176b,,2648,,,71,,[],jihwanbae,MIN,,jihwan,,mlb,,,14661281E45A,Daegu,,Bae,,"{'bat_hand': 'L', 'channel_id': '1157161304369168384', 'full_name': 'Ji Hwan Bae', 'pro_debut': '2022-09-23', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-09-15T19:29:09+00:00'}",678225.0,3.0,,,,Ji Hwan Bae,,185,KOR,PIT,,,#jihwanbae-MLB-PIT-3,LF,Ji Hwan,,bae,,15357.0
2349,,,,,,,,,,,True,65fd4703-1444-4e2c-b2a2-eb51a860dc56,,2349,,,74,,[],luisperdomo,A,,luis,,mlb,,,,Santo Domingo,,Perdomo,,"{'bat_hand': 'R', 'full_name': 'Luis Perdomo', 'pro_debut': '2016-04-04', 'rookie_year': '2016', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-19T19:48:54+00:00'}",606131.0,46.0,,,,Luis Perdomo,,201,DOM,MIL,,,#luisperdomo-MLB-MIL-46,RP,Luis,,perdomo,,
2510,,,1758089120300.0,3.0,,MN,1994-09-27,,,,True,ffa483f2-404f-4de9-80ab-89d4b1bcacf6,,2510,,River Falls (WI),71,,[],alexcall,A,,alex,,mlb,Ball State,,11B220EC854B,Burnsville,,Call,,"{'bat_hand': 'R', 'channel_id': '1157161587304333312', 'full_name': 'Alex Call', 'pro_debut': '2022-07-11', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-01T21:03:40+00:00'}",669743.0,12.0,,,,Alex Call,,189,USA,LAD,,,#alexcall-MLB-LAD-12,RF,Alex,,call,,14362.0
1526,,,1758927619628.0,11.0,,TX,1986-06-02,,,,True,4e52e687-a91b-40ca-9ebd-1bf8006a6d53,,1526,,Arlington (TX),80,,[],chrismartin,D15,,chris,,mlb,McLennan Community College (TX),,87E2FFBA6AA0,Arlington,IL15,Martin,,"{'bat_hand': 'R', 'channel_id': '1157161455884206080', 'full_name': 'Chris Martin', 'pro_debut': '2014-04-26', 'rookie_year': '2014', 'status': 'D15', 'throw_hand': 'R', 'updated': '2025-09-26T22:50:44+00:00'}",455119.0,55.0,,,,Chris Martin,,224,USA,TEX,,Undisclosed,#chrismartin-MLB-TEX-55,RP,Chris,,martin,,13275.0
1516,,,1748482515027.0,3.0,,,1998-12-26,,,,True,ea7b7c30-a1e8-4a30-abd6-dd777ab75b35,,1516,,PJ Education (PRI),72,,[],nelsonvelazquez,A,,nelson,,mlb,,,9461A5AF0F9A,Carolina,,Velázquez,,"{'bat_hand': 'R', 'channel_id': '1157161430500278272', 'full_name': 'Nelson Velázquez', 'pro_debut': '2022-05-30', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T01:15:18+00:00'}",676369.0,17.0,,,,Nelson Velázquez,,190,PRI,KC,,,#nelsonvelazquez-MLB-KC-17,RF,Nelson,,velazquez,,15208.0
