birth_country,birth_date,gsis_id,injury_notes,practice_description,search_full_name,oddsjam_id,sportradar_id,injury_body_part,team,kalshi_id,depth_chart_order,news_updated,opta_id,active,birth_city,competitions,fantasy_data_id,high_school,injury_start_date,swish_id,search_first_name,status,rotowire_id,hashtag,pandascore_id,depth_chart_position,weight,stats_id,full_name,practice_participation,birth_state,height,first_name,rotoworld_id,college,yahoo_id,search_rank,fantasy_positions,metadata,last_name,sport,team_changed_at,injury_status,team_abbr,position,player_id,espn_id,age,number,search_last_name,years_exp
,1997-04-17,,,,mattryan,292AF2F58487,042f45b2-1dda-4dce-a5ba-1e8b923178c1,,NYK,,,1758059118871.0,,True,,[],20002844.0,Iona Prep (NY),,880463.0,matt,ACT,5268.0,#mattryan-NBA-NYK-37,,,215,,Matt Ryan,,,78,Matt,,Chattanooga,,,"['PF', 'SF', 'SG']",{'channel_id': '1113936512233242624'},Ryan,nba,,,,SF,2375,,28.0,37.0,ryan,3.0
,1986-06-15,,,,salahmejri,,067db21b-7c05-419e-9c98-2bf71ca5d84b,,,,,,,False,,[],,,,,salah,RET,,#salahmejri-NBA-FA,,,235,,Salah Mejri,,,86,Salah,,,,,['C'],{'channel_id': '1153292299816423424'},Mejri,nba,,,,C,1646,,39.0,,mejri,4.0
,1998-07-02,,,,mitchballock,,dad27c14-100a-48fb-b4ed-6019f643e9ba,,,,,,,True,,[],,Eudora (KS),,1060387.0,mitch,FA,5467.0,#mitchballock-NBA-FA,,,205,,Mitch Ballock,,,77,Mitch,,Creighton,,,"['PG', 'SG']",{'channel_id': '1153292568717447168'},Ballock,nba,,,,SG,2357,,27.0,,ballock,1.0
,1992-10-20,,,,rodneyhood,,d38f8754-7ecb-4791-a350-f67e5c4c785a,,,,,1732222819803.0,,False,,[],,Meridian (MS),,603106.0,rodney,RET,3591.0,#rodneyhood-NBA-FA,,,208,,Rodney Hood,,,80,Rodney,,Duke,,,"['PF', 'SF']",{'channel_id': '1153292497871458304'},Hood,nba,,,,SF,1561,,32.0,,hood,7.0
,1990-01-31,,,,nicolaslaprovittola,,5b20ff44-363b-44aa-abaa-cffde546f2eb,,,,,,,True,,[],,,,,nicolas,FA,,#nicolaslaprovittola-NBA-FA,,,180,,Nicolás Laprovíttola,,,76,Nicolás,,,,,"['PG', 'SG']",{'channel_id': '1153293039691649024'},Laprovíttola,nba,,,,PG,1712,,35.0,,laprovittola,1.0
,2002-06-22,,,,guisantos,1030041CD136,f5d6fdfd-21f6-48f0-a297-4c13e8fc40cb,,GSW,,3.0,1758640847134.0,,True,,[],20002933.0,,,1391940.0,gui,ACT,5738.0,#guisantos-NBA-GSW-15,,SF,185,,Gui Santos,,,78,Gui,,,,483.0,"['PF', 'SF', 'SG']",{'channel_id': '1113936494038351872'},Santos,nba,,,,SF,2488,,23.0,15.0,santos,2.0
,1982-11-16,,,,amarestoudemire,,76b89403-aaea-4730-bb7e-e60f38c56c3e,,,,,1588006889107.0,,False,,[],,Cypress Creek (FL),,,amare,RET,2255.0,#amarestoudemire-NBA-FA,,,245,,Amar'e Stoudemire,,,82,Amar'e,,,,,"['C', 'PF']",{'channel_id': '1153293229282578432'},Stoudemire,nba,,,,C,1032,,42.0,,stoudemire,14.0
,1985-11-29,,,,shannonbrown,,098f0b33-9a6b-47b0-95c7-4aba176a4206,,,,,,,False,,[],,Proviso East (IL),,,shannon,RET,,#shannonbrown-NBA-FA,,,210,,Shannon Brown,,,76,Shannon,,Michigan State,,,"['PG', 'SG']",{'channel_id': '1153292483044593664'},Brown,nba,,,,SG,1022,,39.0,,brown,9.0
,1992-05-19,,,,raulneto,,8e7ffd66-f779-418c-bf18-b9f746a1c5fe,,,,,1722609018124.0,,True,,[],,,,739966.0,raul,FA,3526.0,#raulneto-NBA-FA,,,180,,Raul Neto,,,74,Raul,,,,,"['PG', 'SG']",{'channel_id': '1153293288548093952'},Neto,nba,,,,PG,1641,,33.0,,neto,7.0
,1998-04-17,,,,marquesbolden,071A680FFD0C,156c4ce1-b6d7-42f7-86be-cf96d2763043,,GSW,,,1759174845540.0,,True,,[],20002332.0,DeSoto (TX),,937669.0,marques,ACT,4818.0,#marquesbolden-NBA-GSW-12,,,249,,Marques Bolden,,,82,Marques,,Duke,,,['C'],{'channel_id': '1113936499205734400'},Bolden,nba,,,,C,2108,,27.0,12.0,bolden,2.0
,1980-04-30,,,,luisscola,,5be304d2-f98b-4f1b-a040-8cb402644ef7,,,,,,,False,,[],,,,,luis,RET,,#luisscola-NBA-FA,,,240,,Luis Scola,,,81,Luis,,,,,"['PF', 'SF']",{'channel_id': '1153292715165765632'},Scola,nba,,,,PF,1069,,45.0,,scola,10.0
,1985-04-01,,,,gustavoayon,,aced2f8d-3cd1-4c52-a628-f6ed76f5e4ea,,,,,,,False,,[],,,,,gustavo,RET,,#gustavoayon-NBA-FA,,,250,,Gustavo Ayón,,,82,Gustavo,,,,,"['C', 'PF']",{'channel_id': '1153292459984310272'},Ayón,nba,,,,PF,1255,,40.0,,ayon,3.0
,2004-04-20,,,,kelelware,96AB9DCB4E47,f1e4fcb7-01c7-479f-8883-c33ac438690e,,MIA,,1.0,1758636946326.0,,True,,[],20003207.0,North Little Rock (AR),,1405458.0,kelel,ACT,6275.0,#kelelware-NBA-MIA-7,,C,230,,Kel'el Ware,,,84,Kel'el,,Indiana,,119.0,"['C', 'PF']",{'channel_id': '1113936525772455936'},Ware,nba,,,,C,2726,,21.0,7.0,ware,1.0
,2001-10-19,,Sprain,,nfalydante,8D3A334BBC9C,a5ef2f24-8fa7-4a2e-be15-eef1a1e005da,Ankle,ATL,,5.0,1755824130050.0,,True,,[],20003261.0,Sunrise Christian Academy (KS),,1194079.0,nfaly,ACT,6302.0,#nfalydante-NBA-ATL-12,,C,230,,N'Faly Dante,,,83,N'Faly,,Oregon,,510.0,['C'],{'channel_id': '1113936509402087424'},Dante,nba,,DTD,,C,2756,,23.0,12.0,dante,1.0
,1982-04-28,,,,chriskaman,,859f0120-c1e1-4b75-ba10-3dca7020312b,,,,,,,False,,[],,Tri-Unity Christian (MI),,,chris,RET,,#chriskaman-NBA-FA,,,265,,Chris Kaman,,,84,Chris,,Central Michigan,,,['C'],{'channel_id': '1153292652674830336'},Kaman,nba,,,,C,1221,,43.0,,kaman,13.0
,1992-10-17,,,,anthonygill,DBA7A36A56A0,7aa10d1a-ed4e-417d-998d-84ce66c77c9b,,WAS,,3.0,1754818544812.0,,True,,[],20002615.0,Charlotte Christian (NC),,604290.0,anthony,ACT,5309.0,#anthonygill-NBA-WAS-16,,C,230,,Anthony Gill,,,80,Anthony,,Virginia,,,"['PF', 'SF']",{'channel_id': '1124473341067927552'},Gill,nba,,,,PF,2192,,32.0,16.0,gill,6.0
,2003-05-06,,,,alexfudge,ECA89D71F6C0,bc3d0653-efe8-4cca-ad54-3f88cd950447,,,,,1725657013532.0,,True,,[],,Riverside (FL),,1326854.0,alex,FA,5974.0,#alexfudge-NBA-FA,,,200,,Alex Fudge,,,80,Alex,,Florida,,923.0,"['PF', 'SF']",{'channel_id': '1113936528972709888'},Fudge,nba,,,,SF,2651,,22.0,,fudge,1.0
,1990-10-24,,,,nikolavucevic,A0D71A41A221,7366b2b7-5959-4dd9-9204-760e861b3119,,CHI,,1.0,1753896020802.0,,True,,[],20000678.0,Stoneridge Preparatory School (CA),,457598.0,nikola,ACT,3212.0,#nikolavucevic-NBA-CHI-9,,C,260,,Nikola Vučević,,,82,Nikola,,USC,,36.0,['C'],{'channel_id': '1113936485611995136'},Vučević,nba,,,,C,1486,,34.0,9.0,vucevic,14.0
,1994-03-26,,,,ryanarcidiacono,3272C82BFA96,7c2dc4ed-5d14-4342-9fe7-18c66fdcb6ab,,,,,1707496228948.0,,True,,[],,Neshaminy (PA),,697940.0,ryan,FA,3938.0,#ryanarcidiacono-NBA-FA,,,195,,Ryan Arcidiacono,,,75,Ryan,,Villanova,,,"['PG', 'SG']",{'channel_id': '1153292707355971584'},Arcidiacono,nba,,,,PG,1753,,31.0,,arcidiacono,6.0
,1990-04-22,,,,shelvinmack,,ee6b8f67-08cc-4d6f-ac8a-9f7c2432cb80,,,,,,,True,,[],,Bryan Station (KY),,,shelvin,FA,,#shelvinmack-NBA-FA,,,203,,Shelvin Mack,,,75,Shelvin,,Butler,,,"['PG', 'SG']",{'channel_id': '1153292273505554432'},Mack,nba,,,,PG,1259,,35.0,,mack,8.0
,1999-10-15,,,,markosimonovic,,ac435f8a-d12c-4a42-9edd-88cabc7f460f,,,,,1688677819779.0,,True,,[],,,,1257429.0,marko,FA,5302.0,#markosimonovic-NBA-FA,,,220,,Marko Simonović,,,84,Marko,,,,,['C'],{'channel_id': '1153292017116139520'},Simonović,nba,,,,C,2187,,25.0,,simonovic,1.0
,1992-10-10,,,,anthonybrown,,e0164a67-c5c3-4f3c-ac16-1700b1f72821,,,,,,,True,,[],,Ocean View (CA),,,anthony,FA,,#anthonybrown-NBA-FA,,,224,,Anthony Brown,,,79,Anthony,,Stanford,,,"['SF', 'SG']",{'channel_id': '1153292702884843520'},Brown,nba,,,,SF,1622,,32.0,,brown,3.0
,1995-06-27,,,,montemorris,92C295080740,48b05ddf-0a9f-4426-9394-231c54726eaa,,,,,1758829814782.0,,True,,[],20001871.0,Flint Beecher (MI),,741011.0,monte,FA,4135.0,#montemorris-NBA-FA,,,183,,Monté Morris,,,74,Monté,,Iowa State,,291.0,['PG'],{'channel_id': '1114424692191547392'},Morris,nba,,,,PG,1873,,30.0,,morris,7.0
,1997-12-24,,,,jamorkopickett,,68e0230c-6006-484e-be36-8903b6cba0df,,,,,1675841452884.0,,True,,[],,Massanutten Military Academy (VA),,1076297.0,jamorko,FA,5480.0,#jamorkopickett-NBA-FA,,,206,,Jamorko Pickett,,,81,Jamorko,,Georgetown,,,"['C', 'PF', 'SF']",{'channel_id': '1153292803426504704'},Pickett,nba,,,,SF,2362,,27.0,,pickett,2.0
,1997-08-19,,,,trhaemitchell,68C971BF0FC0B221,7819392b-4595-45dd-ba7b-79bd718725cf,,,,,1729098928636.0,,True,,[],,Pebblebrook (GA),,896386.0,trhae,FA,5328.0,#trhaemitchell-NBA-FA,,,195,,Trhae Mitchell,,,78,Trhae,,South Alabama,,,"['PG', 'SG']",{'channel_id': '1151644770594983936'},Mitchell,nba,,,,PG,2869,,28.0,,mitchell,0.0
,1995-08-03,,,,kendricknunn,,d63b17e9-59a5-44e0-9bf9-4ad454052b10,,,,,1698768920346.0,,True,,[],,Simeon (IL),,741931.0,kendrick,FA,4496.0,#kendricknunn-NBA-FA,,,190,,Kendrick Nunn,,,75,Kendrick,,Oakland,,,"['PG', 'SG']",{'channel_id': '1153292949308592128'},Nunn,nba,,,,PG,1963,,30.0,,nunn,2.0
,1985-02-25,,,,joakimnoah,,b6eee153-eac4-41e5-afcb-ab46cf7a8ba8,,,,,1606877141306.0,,False,,[],,The Lawrenceville School (NJ),,,joakim,RET,2822.0,#joakimnoah-NBA-FA,,,230,,Joakim Noah,,,83,Joakim,,Florida,,,['C'],{'channel_id': '1153292781746147328'},Noah,nba,,,,C,1018,,40.0,,noah,13.0
,2002-08-27,,,,igormilicic,,92eeb781-69c6-4caf-a838-0c0ef05234c9,,PHI,,,,,True,,[],,,,,igor,ACT,,#igormilicic-NBA-PHI-41,,,225,,Igor Milicic,,,82,Igor,,Tennessee,,,"['PF', 'SF']",{'channel_id': '1278986537274474496'},Milicic,nba,,,,PF,4827,,23.0,41.0,milicic,0.0
,1994-08-25,,,,carislevert,65423CC5F426,c34996e5-8be6-4053-a2f2-0acb0155e18c,,DET,,2.0,1755030001166.0,,True,,[],20001707.0,Pickerington Central (OH),,698991.0,caris,ACT,3914.0,#carislevert-NBA-DET-8,,SG,205,,Caris LeVert,,,78,Caris,,Michigan,,145.0,"['SF', 'SG']",{'channel_id': '1113936489844047872'},LeVert,nba,,,,SG,1690,,31.0,8.0,levert,9.0
,1988-01-17,,,,earlclark,,29ff98a7-e749-43f6-82c3-f9526041e519,,,,,,,True,,[],,Rahway (NJ),,,earl,FA,,#earlclark-NBA-FA,,,234,,Earl Clark,,,82,Earl,,Louisville,,940.0,"['PF', 'SF']",{'channel_id': '1153292962654867456'},Clark,nba,,,,PF,1025,,37.0,,clark,6.0
,1991-01-03,,,,dariusmorris,,29bb28eb-bebc-4230-84a5-294bb28b5b9f,,,,,,,True,,[],,Windward (CA),,,darius,FA,,#dariusmorris-NBA-FA,,,195,,Darius Morris,,,76,Darius,,Michigan,,,"['PG', 'SG']",{'channel_id': '1153293279777804288'},Morris,nba,,,,PG,1102,,34.0,,morris,4.0
,1980-02-17,,,,alharrington,,9cef2ccd-abcd-4665-bd2e-8f594b73c228,,,,,,,False,,[],,Saint Patrick (NJ),,,al,RET,,#alharrington-NBA-FA,,,245,,Al Harrington,,,81,Al,,,,,"['PF', 'SF']",{'channel_id': '1153292170753495040'},Harrington,nba,,,,PF,1121,,45.0,,harrington,16.0
,2001-10-29,,,,dillonjones,727D1AF1BEB6,3bec965e-1c2e-4ef0-a598-74a018a627c4,,WAS,,7.0,1752959757122.0,,True,,[],20003236.0,Sunshine Christian Academy (KS),,1231442.0,dillon,ACT,6279.0,#dillonjones-NBA-WAS-33,,SF,235,,Dillon Jones,,,77,Dillon,,Weber State,,378.0,"['C', 'PF', 'SF']",{'channel_id': '1113936531413794816'},Jones,nba,,,,PF,2727,,23.0,33.0,jones,1.0
,1987-01-08,,,,chrisdouglasroberts,,97c2144d-6771-47ad-ba2c-eec5c0b22a9c,,,,,,,False,,[],,Cass Technical (MI),,,chris,RET,,#chrisdouglasroberts-NBA-FA,,,210,,Chris Douglas-Roberts,,,79,Chris,,Memphis,,,"['PG', 'SF', 'SG']",{'channel_id': '1153293143257403392'},Douglas-Roberts,nba,,,,SG,1156,,38.0,,douglasroberts,6.0
,1994-09-05,,,,mikeyoung,,345c15a5-afb4-4972-8880-9a889c16f6bb,,,,,,,True,,[],,St. Benedict's Prep (NJ),,,mike,FA,,#mikeyoung-NBA-FA,,,235,,Mike Young,,,81,Mike,,Pittsburgh,,,"['PF', 'SF']",{'channel_id': '1153292597003833344'},Young,nba,,,,PF,1775,,31.0,,young,1.0
,2001-10-08,,,,reecebeekman,7002094D0540,c28975ad-ca07-419a-b962-da77677ac883,,ORL,,,1756847752177.0,,True,,[],20003264.0,Scotlandville Magnet (LA),,1230369.0,reece,ACT,6292.0,#reecebeekman-NBA-ORL-26,,,190,,Reece Beekman,,,75,Reece,,Virginia,,,['PG'],{'channel_id': '1113936493799276544'},Beekman,nba,,,,PG,2775,,23.0,26.0,beekman,1.0
,1992-06-06,,,,mitchmcgary,,0891a76f-4b36-4101-8bf7-59637af2806b,,,,,,,True,,[],,Brewster Academy (NH),,,mitch,FA,,#mitchmcgary-NBA-FA,,,255,,Mitch McGary,,,82,Mitch,,Michigan,,,"['PF', 'SF']",{'channel_id': '1153292414815850496'},McGary,nba,,,,PF,1574,,33.0,,mcgary,2.0
,1989-06-22,,,,zorandragic,,91c1ba39-ceb3-485f-a37a-c48f9283a8f5,,,,,,,True,,[],,,,,zoran,FA,,#zorandragic-NBA-FA,,,200,,Zoran Dragić,,,77,Zoran,,,,,['SG'],{'channel_id': '1153292113299918848'},Dragić,nba,,,,SG,1565,,36.0,,dragic,1.0
,1994-01-15,,,,georgeking,,bc01a465-e5f9-4f11-b259-70384692a2b9,,,,,1645129513535.0,,True,,[],,Brennan (TX),,742864.0,george,FA,4469.0,#georgeking-NBA-FA,,,220,,George King,,,78,George,,Colorado,,,"['SF', 'SG']",{'channel_id': '1153292743389237248'},King,nba,,,,SF,1976,,31.0,,king,1.0
,1996-03-29,,,,wadebaldwin,,0b8045e1-8e72-4613-b163-13825c5fde8d,,,,,,,True,,[],,St. Joseph (NJ),,,wade,FA,,#wadebaldwin-NBA-FA,,,200,,Wade Baldwin,,,76,Wade,,Vanderbilt,,,"['PG', 'SG']",{'channel_id': '1153292883613208576'},Baldwin,nba,,,,SG,1693,,29.0,,baldwin,3.0
,1983-02-18,,,,jasonmaxiell,,3919daa3-0cc4-4c44-a3cc-10f5f9c31fe5,,,,,,,False,,[],,Newman Smith (TX),,,jason,RET,,#jasonmaxiell-NBA-FA,,,260,,Jason Maxiell,,,79,Jason,,Cincinnati,,,"['PF', 'SF']",{'channel_id': '1153293264284045312'},Maxiell,nba,,,,PF,1481,,42.0,,maxiell,10.0
,1994-03-16,,Surgery,,joelembiid,0926C6680D09,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,Knee,PHI,,1.0,1759419903909.0,,True,,[],20000726.0,The Rock School (FL),,794508.0,joel,ACT,3572.0,#joelembiid-NBA-PHI-21,,C,280,,Joel Embiid,,,84,Joel,,Kansas,,69.0,['C'],{'channel_id': '1113936494965293056'},Embiid,nba,,DTD,,C,1511,,31.0,21.0,embiid,9.0
,1999-11-11,,,,buddyboeheim,C77290E00810,abceaea3-47b0-43fb-b9f7-75f378e2d409,,,,,1752243343043.0,,True,,[],,Brewster Academy (NH),,1140338.0,buddy,FA,5672.0,#buddyboeheim-NBA-FA,,,205,,Buddy Boeheim,,,78,Buddy,,Syracuse,,,"['PG', 'SG']",{'channel_id': '1113936532311375872'},Boeheim,nba,,,,SG,2493,,25.0,,boeheim,1.0
,1998-01-05,,,,isaachumphries,,b0f27c9e-08a5-4368-94a6-b45fafc09519,,,,,,,True,,[],,La Lumiere School (IN),,,isaac,FA,,#isaachumphries-NBA-FA,,,255,,Isaac Humphries,,,84,Isaac,,Kentucky,,,"['C', 'PF']",{'channel_id': '1153292666969018368'},Humphries,nba,,,,PF,1943,,27.0,,humphries,1.0
,1994-09-30,,,,wayneselden,,b6ceacd1-00f8-4e51-a186-bcbf02928e80,,,,,1668452443995.0,,True,,[],,Tilton School (NH),,794506.0,wayne,FA,3877.0,#wayneselden-NBA-FA,,,232,,Wayne Selden,,,76,Wayne,,Kansas,,,"['SF', 'SG']",{'channel_id': '1153292628628885504'},Selden,nba,,,,SG,1696,,31.0,,selden,3.0
,1994-06-27,,,,bricejohnson,,1281b397-98ff-4b87-ba05-cfbf10d55411,,,,,1588006875356.0,,True,,[],,Edisto,,,brice,FA,3890.0,#bricejohnson-NBA-FA,,,230,,Brice Johnson,,,82,Brice,,North Carolina,,,"['PF', 'SF']",{'channel_id': '1153292589454086144'},Johnson,nba,,,,PF,1719,,31.0,,johnson,1.0
,1996-10-24,,,,garrisonmathews,CC3391DE35DE,9866abfb-ec41-451a-9c2a-d1a47ec21a0e,,NYK,,,1759436710775.0,,True,,[],20002490.0,Franklin (TN),,888431.0,garrison,ACT,4990.0,#garrisonmathews-NBA-NYK-14,,,215,,Garrison Mathews,,,78,Garrison,,Lipscomb,,,['SF'],{'channel_id': '1113936511222415360'},Mathews,nba,,,,SF,2021,,28.0,14.0,mathews,5.0
,2000-09-09,,,,drewtimme,C66ABD1EBCC07BCB,1c19138b-1769-4418-b481-af76751739f0,,BKN,,4.0,1758640847202.0,,True,,[],20003108.0,J. J. Pearce (TX),,1191176.0,drew,ACT,5916.0,#drewtimme-NBA-BKN-26,,C,235,,Drew Timme,,,82,Drew,,Gonzaga,,294.0,"['PF', 'SF']",{'channel_id': '1153292622886883328'},Timme,nba,,,,PF,2637,,25.0,26.0,timme,1.0
,1994-01-28,,,,joelbolomboy,,99cfeed7-c7a5-41c9-a22f-3df31af88856,,,,,,,True,,[],,Keller Central (TX),,,joel,FA,,#joelbolomboy-NBA-FA,,,235,,Joel Bolomboy,,,81,Joel,,Weber State,,,"['PF', 'SF']",{'channel_id': '1153292810552627200'},Bolomboy,nba,,,,PF,1721,,31.0,,bolomboy,1.0
,2000-09-08,,,,milesmcbride,54069682E392,355a6113-d842-40be-9e74-90bb0800aabe,,NYK,,2.0,1759433710550.0,,True,,[],20002692.0,Moeller (OH),,1175084.0,miles,ACT,5402.0,#milesmcbride-NBA-NYK-2,,PG,195,,Miles McBride,,,73,Miles,,West Virginia,,229.0,['PG'],{'channel_id': '1113936487168081920'},McBride,nba,,,,PG,2256,,25.0,2.0,mcbride,4.0
,2003-03-06,,Soreness,,walterclayton,,b8fd0298-4027-47e2-9531-fa7c01b8bbba,Hamstring,UTA,,3.0,1757017244672.0,,True,,[],20003464.0,Bartow (FL),,,walter,ACT,6575.0,#walterclayton-NBA-UTA-13,,PG,195,,Walter Clayton,,,74,Walter,,Florida,,358.0,"['PG', 'SG']",{'channel_id': '1243819692536107008'},Clayton,nba,,DTD,,PG,4757,,22.0,13.0,clayton,0.0
,1996-06-26,,,,duopreath,98CCB5584896,dc929037-1cbf-4a60-a4d8-59636641ae88,,POR,,4.0,1744245631946.0,,True,,[],20002150.0,Girrawheen Senior (AUS),,948115.0,duop,ACT,4546.0,#duopreath-NBA-POR-26,,C,245,,Duop Reath,,,81,Duop,,LSU,,404.0,['C'],"{'channel_id': '1113936534655991808', 'rookie_year': '2023'}",Reath,nba,,,,C,2654,,29.0,26.0,reath,2.0
,1993-05-09,,,,yogiferrell,,8834061f-7541-4ed3-9802-cc60c4435add,,,,,1630898733866.0,,True,,[],,Park Tudor (IN),,698635.0,yogi,FA,3924.0,#yogiferrell-NBA-FA,,,178,,Yogi Ferrell,,,72,Yogi,,Indiana,,,"['PG', 'SG']",{'channel_id': '1153292320150409216'},Ferrell,nba,,,,PG,1689,,32.0,,ferrell,5.0
,1982-10-02,,,,tysonchandler,,3cd2d1c1-d575-45fd-b069-3f0adf57796d,,,,,1606776416694.0,,True,,[],,Dominquez (CA),,,tyson,FA,2158.0,#tysonchandler-NBA-FA,,,235,,Tyson Chandler,,,84,Tyson,,,,,['C'],{'channel_id': '1153292519451152384'},Chandler,nba,,,,C,1030,,43.0,,chandler,19.0
,,,,,matasbuzelisduplicate,8D55741071E2,,,,,,,,False,,[],,,,,matas,,,#matasbuzelisduplicate-NBA-FA,,,,,Matas Buzelis DUPLICATE,,,,Matas,,,,,,{'name': 'Matas Buzelis'},Buzelis DUPLICATE,nba,,,,,2740,,,,buzelisduplicate,
,1998-05-12,,,,dmytroskapintsev,D36F8D3858DE,66653afb-437d-44fb-ab1b-78457d58ea10,,,,,1752984058950.0,,True,,[],,,,1197255.0,dmytro,FA,5868.0,#dmytroskapintsev-NBA-FA,,,260,,Dmytro Skapintsev,,,85,Dmytro,,Cal State Northridge,,,['C'],{'channel_id': '1144359250760351744'},Skapintsev,nba,,,,C,2705,,27.0,,skapintsev,2.0
,1985-01-04,,,,aljefferson,,8bf57b59-a618-4bfa-ae2e-4308b9108606,,,,,,,False,,[],,Prentiss (MS),,,al,RET,,#aljefferson-NBA-FA,,,280,,Al Jefferson,,,82,Al,,,,,['C'],{'channel_id': '1153292198435901440'},Jefferson,nba,,,,C,1153,,40.0,,jefferson,14.0
,1996-10-30,,,,devinbooker,E43AC7A304CD,31baa84f-c759-4f92-8e1f-a92305ade3d6,,PHX,,1.0,1753374035151.0,,True,,[],20001460.0,Moss Point (MS),,845564.0,devin,ACT,3711.0,#devinbooker-NBA-PHX-1,,PG,206,,Devin Booker,,,78,Devin,,Kentucky,,14.0,"['PG', 'SG']",{'channel_id': '1113936529517969408'},Booker,nba,,,,SG,1648,,28.0,1.0,booker,10.0
,1999-08-18,,,,cassiusstanley,,81d7fe31-e22b-4c3b-9086-be80db176068,Knee,,,,1732475134111.0,,True,,[],,Sierra Canyon (CA),,1174861.0,cassius,FA,5172.0,#cassiusstanley-NBA-FA,,,190,,Cassius Stanley,,,77,Cassius,,Duke,,,"['SF', 'SG']",{'channel_id': '1153292290890944512'},Stanley,nba,,DTD,,SG,2121,,26.0,,stanley,1.0
,1990-08-23,,,,sethcurry,C1533177AC55,047d0b63-4142-46e9-8f04-a61622ae2375,,GSW,,,1759299954041.0,,True,,[],20000933.0,Charlotte Christian (NC),,463135.0,seth,ACT,3498.0,#sethcurry-NBA-GSW-31,,,185,,Seth Curry,,,73,Seth,,Duke,,321.0,"['SF', 'SG']",{'channel_id': '1118765758738870272'},Curry,nba,,,,SG,1041,,35.0,31.0,curry,10.0
,1987-10-11,,,,mikeconley,7D607FD7AC73,460b7264-b98f-483e-b841-59a18c2e4d67,,MIN,,1.0,1758435632238.0,,True,,[],20000635.0,Lawrence North (IN),,329468.0,mike,ACT,2813.0,#mikeconley-NBA-MIN-10,,PG,175,,Mike Conley,,,72,Mike,,Ohio State,,162.0,['PG'],{'channel_id': '1113936502905110528'},Conley,nba,,,,PG,1200,,37.0,10.0,conley,18.0
,1996-12-09,,Surgery,,haywoodhighsmith,BEBCF71777D5,a17d9b20-4e2b-4612-aecd-27938c997e94,Knee,BKN,,4.0,1758822614965.0,,True,,[],20002195.0,Archbishop Curley (MD),,1083019.0,haywood,ACT,4583.0,#haywoodhighsmith-NBA-BKN-7,,SF,220,,Haywood Highsmith,,,77,Haywood,,Wheeling (WV),,439.0,"['PF', 'SF']",{'channel_id': '1116093044890796032'},Highsmith,nba,,DTD,,SF,1901,,28.0,7.0,highsmith,5.0
,1986-08-22,,,,andrayblatche,,46e5e763-b41c-4fc9-9e04-909ee0b9073f,,,,,,,False,,[],,South Kent School (CT),,,andray,RET,,#andrayblatche-NBA-FA,,,260,,Andray Blatche,,,83,Andray,,,,,"['C', 'PF']",{'channel_id': '1153292004449341440'},Blatche,nba,,,,C,1170,,39.0,,blatche,9.0
,1997-02-25,,,,trevelinqueen,576ED97DC996,88005562-d747-4995-8bb7-de651d6c5bbc,,,,,1744432549253.0,,True,,[],20002610.0,North County (MD),,1138673.0,trevelin,FA,5237.0,#trevelinqueen-NBA-FA,,,190,,Trevelin Queen,,,77,Trevelin,,New Mexico State,,454.0,"['SF', 'SG']",{'channel_id': '1113936539169062912'},Queen,nba,,,,SF,2174,,28.0,,queen,4.0
,1999-09-17,,,,udokaazubuike,DC4864AA4151,597ba5c7-0927-446b-9b4f-bf730a8f65f6,,,,,1720547120903.0,,True,,[],,Potter's House Christian Academy (FL),,944169.0,udoka,FA,5207.0,#udokaazubuike-NBA-FA,,,270,,Udoka Azubuike,,,83,Udoka,,Kansas,,,['C'],{'channel_id': '1153292817385148416'},Azubuike,nba,,,,C,2151,,26.0,,azubuike,4.0
,2000-07-29,,,,enriquefreeman,C7C7BA303F9F,952cd8e7-2fa5-4eac-bcd9-b2e135eab16f,,MIN,,8.0,1754202944970.0,,True,,[],20003251.0,St. Martin de Porres (OH),,1197096.0,enrique,TWO-WAY,6307.0,#enriquefreeman-NBA-MIN-25,,SF,220,,Enrique Freeman,,,79,Enrique,,Akron,,519.0,"['C', 'PF']",{'channel_id': '1113936492041863168'},Freeman,nba,,,,PF,2746,,25.0,25.0,freeman,1.0
,1992-01-26,,,,abdulgaddy,,b9576fd7-426c-49bd-a501-9a9c48f2fa7e,,,,,1665602719498.0,,True,,[],,Bellarmine Prep (WA),,509348.0,abdul,FA,3563.0,#abdulgaddy-NBA-FA,,,185,,Abdul Gaddy,,,75,Abdul,,Washington,,,"['PG', 'SG']",{'channel_id': '1153292341486833664'},Gaddy,nba,,,,SG,2541,,33.0,,gaddy,1.0
,1978-05-02,,,,melvinely,,9e0aea48-a918-4685-8341-f4953f745bd2,,,,,,,False,,[],,Thornton Township (IL),,,melvin,RET,,#melvinely-NBA-FA,,,261,,Melvin Ely,,,82,Melvin,,Fresno State,,,"['C', 'PF']",{'channel_id': '1153292628662439936'},Ely,nba,,,,C,1269,,47.0,,ely,9.0
,2000-02-11,,,,nassirlittle,D4570D6335E1,74eecf7d-f713-49e8-a590-52afa3f717a2,,,,,1729354550087.0,,True,,[],,Orlando Christian Prep (FL),,1138391.0,nassir,FA,4760.0,#nassirlittle-NBA-FA,,,220,,Nassir Little,,,78,Nassir,,North Carolina,,391.0,"['PF', 'SF', 'SG']",{'channel_id': '1113936530528796672'},Little,nba,,,,PF,2101,,25.0,,little,5.0
