age,years_exp,stats_id,birth_country,competitions,college,full_name,birth_date,practice_participation,depth_chart_position,rotoworld_id,pandascore_id,rotowire_id,active,fantasy_data_id,team,birth_state,weight,opta_id,search_rank,fantasy_positions,status,injury_body_part,sport,injury_notes,high_school,sportradar_id,team_changed_at,first_name,yahoo_id,gsis_id,kalshi_id,birth_city,swish_id,metadata,last_name,hashtag,search_first_name,depth_chart_order,injury_status,position,news_updated,player_id,practice_description,oddsjam_id,team_abbr,search_last_name,height,number,search_full_name,injury_start_date,espn_id
,,,,[],,Andrew Cristall,,,,,,,True,,WSH,,167,,,,ACT,,nhl,,,64dac5df-4cf1-4cf5-b0af-0706fb976f8d,,Andrew,,,,,9015305.0,"{'birth_date': '2005-02-04', 'birth_place': 'Vancouver, BC, CAN', 'channel_id': '1273880320067784704', 'college': '', 'draft_pick': '40', 'draft_round': '2', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Cristall,#andrewcristall-NHL-WSH-28,andrew,,,LW,,2016,,,,cristall,70,28.0,andrewcristall,,
,,,,[],,Cole Beaudoin,,,,,,,True,,UTA,,209,,,,ACT,,nhl,,,97d702b8-ff19-483c-8375-4a5d56e1d59c,,Cole,,,,,9024897.0,"{'birth_date': '2006-04-24', 'birth_place': 'Ottawa, ON, CAN', 'channel_id': '1274544811285712896', 'college': '', 'draft_pick': '24', 'draft_round': '1', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Beaudoin,#colebeaudoin-NHL-UTA-24,cole,,,C,,3250,,,,beaudoin,74,24.0,colebeaudoin,,
,8.0,,,[],,Pierre-Luc Dubois,,,,,,,True,,WSH,,220,,,,ACT,,nhl,,,7fa5b22b-b106-45aa-89d1-02861c739aa7,,Pierre-Luc,,,,,9000839.0,"{'birth_date': '1998-06-24', 'birth_place': 'Ste-Agathe-des-Monts, QC, CAN', 'channel_id': '1157131287048245248', 'college': '', 'draft_pick': '3', 'draft_round': '1', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2017'}",Dubois,#pierrelucdubois-NHL-WSH-80,pierreluc,,,LW,,1779,,,,dubois,76,80.0,pierrelucdubois,,
,7.0,,,[],,Michael Bunting,,,,,,,True,,NSH,,186,,,,ACT,,nhl,,,cc2294b3-b7ca-4c3f-93d4-2795f85b126f,,Michael,,,,,9000552.0,"{'birth_date': '1995-09-17', 'birth_place': 'Scarborough, ON, CAN', 'channel_id': '1157131260812873728', 'college': '', 'draft_pick': '117', 'draft_round': '4', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2018'}",Bunting,#michaelbunting-NHL-NSH-58,michael,,,LW,,1583,,,,bunting,72,58.0,michaelbunting,,
,11.0,,,[],,Andrei Vasilevskiy,,,,,,,True,,TB,,228,,,,ACT,,nhl,,,6d989c41-9050-49d6-a812-119d9c68a13d,,Andrei,,,,,8476883.0,"{'birth_date': '1994-07-25', 'birth_place': 'Tyumen,, RUS', 'channel_id': '1157131270388469760', 'college': '', 'draft_pick': '19', 'draft_round': '1', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2014'}",Vasilevskiy,#andreivasilevskiy-NHL-TB-88,andrei,,,G,,1733,,,,vasilevskiy,76,88.0,andreivasilevskiy,,
,,,,[],,Noah Carroll,,,,,,,True,,VGK,,184,,,,ACT,,nhl,,,43f0afab-18c2-4439-9de2-bac4e8e31acb,,Noah,,,,,,"{'birth_date': '1997-12-02', 'birth_place': 'Strathroy, ON, CAN', 'college': '', 'draft_pick': '164', 'draft_round': '6', 'draft_year': '2016', 'high_school': '', 'rookie_year': ''}",Carroll,#noahcarroll-NHL-VGK-74,noah,,,D,,2712,,,,carroll,73,74.0,noahcarroll,,
,8.0,,,[],Denver,Troy Terry,,,,,,,True,,ANA,,191,,,,ACT,,nhl,,,baeee6b2-c75d-4f6d-b52b-8c977f173179,,Troy,,,,,9012519.0,"{'birth_date': '1997-09-10', 'birth_place': 'Denver, CO, USA', 'channel_id': '1157131349899890688', 'college': 'Denver', 'draft_pick': '148', 'draft_round': '5', 'draft_year': '2015', 'high_school': '', 'rookie_year': '2017'}",Terry,#troyterry-NHL-ANA-19,troy,,,RW,,1887,,,,terry,72,19.0,troyterry,,
,4.0,,,[],,Jordan Spence,,,,,,,True,,OTT,,180,,,,ACT,,nhl,,,bceebd33-2eee-4987-9a24-39ff8d8b01eb,,Jordan,,,,,9013283.0,"{'birth_date': '2001-02-24', 'birth_place': 'Manly,, AUS', 'channel_id': '1157130930846978048', 'college': '', 'draft_pick': '95', 'draft_round': '4', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2021'}",Spence,#jordanspence-NHL-OTT-10,jordan,,,D,,1089,,,,spence,71,10.0,jordanspence,,
,2.0,,,[],,Logan Mailloux,,,,,,,True,,STL,,213,,,,ACT,,nhl,,,48250129-f17c-4ddf-b09f-99b840e6fa07,,Logan,,,,,9014084.0,"{'birth_date': '2003-04-15', 'birth_place': 'Belle River, ON, CAN', 'channel_id': '1157131164310327296', 'college': '', 'draft_pick': '31', 'draft_round': '1', 'draft_year': '2021', 'high_school': '', 'rookie_year': '2023'}",Mailloux,#loganmailloux-NHL-STL-23,logan,,,D,,2918,,,,mailloux,75,23.0,loganmailloux,,
,,,,[],,Jonathan Fauchon,,,,,,,True,,PHI,,174,,,,ACT,,nhl,,,bce0551c-bed9-492a-9d0f-198a830517c4,,Jonathan,,,,,,"{'birth_date': '2004-01-13', 'birth_place': 'Levis, QC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Fauchon,#jonathanfauchon-NHL-PHI-87,jonathan,,,C,,2573,,,,fauchon,71,87.0,jonathanfauchon,,
,6.0,,,[],,Jakub Zboril,,,,,,,True,,NJ,,201,,,,ACT,,nhl,,,ef1dbdd6-20dd-4725-8cf0-bb69d4477a4d,,Jakub,,,,,9000644.0,"{'birth_date': '1997-02-21', 'birth_place': 'Brno,, CZE', 'college': '', 'draft_pick': '13', 'draft_round': '1', 'draft_year': '2015', 'high_school': '', 'rookie_year': '2018'}",Zboril,#jakubzboril-NHL-NJ-33,jakub,,,D,,1468,,,,zboril,73,33.0,jakubzboril,,
,,,,[],,Brett Harrison,,,,,,,True,,BOS,,189,,,,ACT,,nhl,,,7c9ea1ff-6496-4ba6-b9a8-f27cb244fbe9,,Brett,,,,,9014180.0,"{'birth_date': '2003-06-07', 'birth_place': 'London, ON, CAN', 'channel_id': '1274544728355934208', 'college': '', 'draft_pick': '85', 'draft_round': '3', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}",Harrison,#brettharrison-NHL-BOS-72,brett,,,C,,2457,,,,harrison,74,72.0,brettharrison,,
,,,,[],,Will Murphy,,,,,,,True,,DET,,209,,,,ACT,,nhl,,,0be6e63f-d218-4fd9-b49d-3c22eb8389c4,,Will,,,,,,"{'birth_date': '2007-08-24', 'birth_place': 'Miscouche, PE, CAN', 'channel_id': '1244828824592470016', 'college': '', 'draft_pick': '172', 'draft_round': '6', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Murphy,#willmurphy-NHL-DET-9,will,,,D,,3894,,,,murphy,76,9.0,willmurphy,,
,4.0,,,[],Harvard,Jack Drury,,,,,,,True,,COL,,186,,,,ACT,,nhl,,,52c0ba9a-2e75-47ac-a48f-90e2249e974b,,Jack,,,,,9014024.0,"{'birth_date': '2000-02-03', 'birth_place': 'New York, NY, USA', 'channel_id': '1157131312784494592', 'college': 'Harvard', 'draft_pick': '42', 'draft_round': '2', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2021'}",Drury,#jackdrury-NHL-COL-18,jack,,,C,,1811,,,,drury,71,18.0,jackdrury,,
,3.0,,,[],Union (NY),Nick DeSimone,,,,,,,True,,UTA,,194,,,,ACT,,nhl,,,35230501-c37d-4cf5-8412-ad682ecc3660,,Nick,,,,,9012431.0,"{'birth_date': '1994-11-21', 'birth_place': 'East Amherst, NY, USA', 'channel_id': '1160769910670897152', 'college': 'Union (NY)', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2022'}",DeSimone,#nickdesimone-NHL-UTA-57,nick,,,D,,2990,,,,desimone,74,57.0,nickdesimone,,
,2.0,,,[],,Justin Sourdif,,,,,,,True,,WSH,,181,,,,ACT,,nhl,,,3c6609ce-b0ca-443d-b831-a74c81573b22,,Justin,,,,,9013656.0,"{'birth_date': '2002-03-24', 'birth_place': 'Richmond, BC, CAN', 'channel_id': '1157131324176224256', 'college': '', 'draft_pick': '87', 'draft_round': '3', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2023'}",Sourdif,#justinsourdif-NHL-WSH-34,justin,,,RW,,2634,,,,sourdif,71,34.0,justinsourdif,,
,,,,[],,Liam Arnsby,,,,,,,True,,FLA,,170,,,,ACT,,nhl,,,1ff7670d-3ad3-4ebd-b67f-aa73bb3671dd,,Liam,,,,,,"{'birth_date': '2003-11-20', 'birth_place': 'Ajax, ON, CAN', 'college': '', 'draft_pick': '214', 'draft_round': '7', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Arnsby,#liamarnsby-NHL-FLA-84,liam,,,C,,2632,,,,arnsby,70,84.0,liamarnsby,,
,,,,[],,Oscar Klefbom,,,,,,,True,,EDM,,216,,,,IR,,nhl,,,b1f5de13-6631-4f24-beec-c7a7bbd1aea7,,Oscar,,,,,8476472.0,"{'birth_date': '1993-07-20', 'birth_place': 'Karlstad,, SWE', 'college': '', 'draft_pick': '19', 'draft_round': '1', 'draft_year': '2011', 'high_school': '', 'rookie_year': ''}",Klefbom,#oscarklefbom-NHL-EDM-77,oscar,,,D,,1276,,,,klefbom,75,77.0,oscarklefbom,,
,,,,[],,Aleksi Heimosalmi,,,,,,,True,,CAR,,170,,,,ACT,,nhl,,,632b1523-061c-4de2-ab77-fd1fbcd3e8c9,,Aleksi,,,,,9014117.0,"{'birth_date': '2003-05-08', 'birth_place': 'Pori,, FIN', 'channel_id': '1274303078262116352', 'college': '', 'draft_pick': '44', 'draft_round': '2', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}",Heimosalmi,#aleksiheimosalmi-NHL-CAR-47,aleksi,,,D,,2504,,,,heimosalmi,71,47.0,aleksiheimosalmi,,
,7.0,,,[],,Madison Bowey,,,,,,,True,,NYR,,202,,,,ACT,,nhl,,,ab3822e3-9a33-4f42-b90b-a7aa221015fe,,Madison,,,,,9000489.0,"{'birth_date': '1995-04-22', 'birth_place': 'Winnipeg, MB, CAN', 'college': '', 'draft_pick': '53', 'draft_round': '2', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2017'}",Bowey,#madisonbowey-NHL-NYR-28,madison,,,D,,3458,,,,bowey,74,28.0,madisonbowey,,
,,,,[],,Jan Golicic,,,,,,,True,,TB,,194,,,,ACT,,nhl,,,27ff4272-1928-400e-a3e6-fe0a2c2672a5,,Jan,,,,,9024991.0,"{'birth_date': '2006-06-30', 'birth_place': 'Jesenice,, SVN', 'channel_id': '1274121870043549696', 'college': '', 'draft_pick': '118', 'draft_round': '4', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Golicic,#jangolicic-NHL-TB-55,jan,,,D,,3343,,,,golicic,77,55.0,jangolicic,,
,8.0,,,[],,Dakota Mermis,,,,,,,True,,TOR,,197,,,,ACT,,nhl,,,3c3e6db2-2d53-4bd0-9a36-f70f0b5dbd61,,Dakota,,,,,9000220.0,"{'birth_date': '1994-01-05', 'birth_place': 'Alton, IL, USA', 'channel_id': '1157131176444448768', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2017'}",Mermis,#dakotamermis-NHL-TOR-36,dakota,,,D,,1289,,,,mermis,72,36.0,dakotamermis,,
,,,,[],,Jayson Shaugabay,,,,,,,True,,TB,,153,,,,NWT,,nhl,,,4f22b76d-9c6f-4079-a103-c83c9c60fd51,,Jayson,,,,,,"{'birth_date': '2005-04-05', 'birth_place': 'Roseau, MN, USA', 'college': '', 'draft_pick': '115', 'draft_round': '4', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Shaugabay,#jaysonshaugabay-NHL-TB,jayson,,,RW,,2058,,,,shaugabay,69,,jaysonshaugabay,,
,10.0,,,[],,Connor Brown,,,,,,,True,,NJ,,184,,,,ACT,,nhl,,,e76727ee-686a-4220-a202-7d281dcbce27,,Connor,,,,,8477015.0,"{'birth_date': '1994-01-14', 'birth_place': 'Toronto, ON, CAN', 'channel_id': '1157131023855669248', 'college': '', 'draft_pick': '156', 'draft_round': '6', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2015'}",Brown,#connorbrown-NHL-NJ-16,connor,,,RW,,1764,,,,brown,72,16.0,connorbrown,,
,,,,[],,Briley Wood,,,,,,,True,,COL,,187,,,,ACT,,nhl,,,be5e706e-03e0-4e1f-9418-512a896c34a5,,Briley,,,,,9025187.0,"{'birth_date': '2003-01-15', 'birth_place': 'Rivers, MB, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Wood,#brileywood-NHL-COL-53,briley,,,C,,3585,,,,wood,75,53.0,brileywood,,
,,,,[],,Samuel Honzek,,,,,,,True,,CGY,,186,,,,ACT,,nhl,,,0fc1e1f5-4ed2-480c-9c90-dd128a0b1268,,Samuel,,,,,9015376.0,"{'birth_date': '2004-11-12', 'birth_place': 'Trencin,, SVK', 'channel_id': '1157130965030555648', 'college': '', 'draft_pick': '16', 'draft_round': '1', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Honzek,#samuelhonzek-NHL-CGY-29,samuel,,,LW,,1945,,,,honzek,76,29.0,samuelhonzek,,
,1.0,,,[],Providence,Parker Ford,,,,,,,True,,WPG,,181,,,,ACT,,nhl,,,f62ff12c-fbb8-49a0-b143-33a299ae3f73,,Parker,,,,,9015755.0,"{'birth_date': '2000-07-20', 'birth_place': 'Wakefield, RI, USA', 'channel_id': '1190727351302881280', 'college': 'Providence', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2024'}",Ford,#parkerford-NHL-WPG-25,parker,,,C,,3034,,,,ford,69,25.0,parkerford,,
,,,,[],,Tnias Mathurin,,,,,,,True,,DET,,200,,,,ACT,,nhl,,,2c85f147-8ac6-4f95-aee2-48f83fc15c8d,,Tnias,,,,,,"{'birth_date': '2004-01-15', 'birth_place': 'Ajax, ON, CAN', 'college': '', 'draft_pick': '137', 'draft_round': '5', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Mathurin,#tniasmathurin-NHL-DET-95,tnias,,,D,,2853,,,,mathurin,75,95.0,tniasmathurin,,
,1.0,,,[],,Jakub Skarek,,,,,,,True,,SJ,,210,,,,ACT,,nhl,,,211bfaa6-40ba-428d-808d-07edd707c381,,Jakub,,,,,9013112.0,"{'birth_date': '1999-11-10', 'birth_place': 'Jihlava,, CZE', 'channel_id': '1183902424180461568', 'college': '', 'draft_pick': '72', 'draft_round': '3', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2024'}",Skarek,#jakubskarek-NHL-SJ-36,jakub,,,G,,1624,,,,skarek,76,36.0,jakubskarek,,
,,,,[],Michigan State,Patrick Geary,,,,,,,True,,BUF,,185,,,,ACT,,nhl,,,c6cd273c-8397-4796-a32e-f5f3237d1a8a,,Patrick,,,,,,"{'birth_date': '2004-02-18', 'birth_place': 'Hamburg, NY, USA', 'college': 'Michigan State', 'draft_pick': '172', 'draft_round': '6', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Geary,#patrickgeary-NHL-BUF,patrick,,,D,,3448,,,,geary,73,,patrickgeary,,
,,,,[],Boston University,Drew Commesso,,,,,,,True,,CHI,,180,,,,ACT,,nhl,,,95958d1d-9afe-4da8-ba6b-a01a11ddd011,,Drew,,,,,9013588.0,"{'birth_date': '2002-07-19', 'birth_place': 'Norwell, MA, USA', 'channel_id': '1164641669379817472', 'college': 'Boston University', 'draft_pick': '46', 'draft_round': '2', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",Commesso,#drewcommesso-NHL-CHI-33,drew,,,G,,2763,,,,commesso,74,33.0,drewcommesso,,
,2.0,,,[],,Georgi Romanov,,,,,,,True,,NJ,,207,,,,ACT,,nhl,,,24272c97-fa14-4a25-8a48-4cd5fa3732f7,,Georgi,,,,,9015648.0,"{'birth_date': '1999-12-15', 'birth_place': 'Yekaterinburg,, RUS', 'channel_id': '1203108898618220544', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2023'}",Romanov,#georgiromanov-NHL-NJ-31,georgi,,,G,,2392,,,,romanov,77,31.0,georgiromanov,,
,,,,[],Boston College,Patrick Giles,,,,,,,True,,SJ,,220,,,,ACT,,nhl,,,ed9ff8c7-c9d7-4abd-aecd-47678b8e62be,,Patrick,,,,,9014978.0,"{'birth_date': '2000-01-03', 'birth_place': 'Chevy Chase, MD, USA', 'channel_id': '1157131335236603904', 'college': 'Boston College', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Giles,#patrickgiles-NHL-SJ-54,patrick,,,C,,1894,,,,giles,77,54.0,patrickgiles,,
,,,,[],,Simon Kubicek,,,,,,,True,,WPG,,193,,,,ACT,,nhl,,,b5d00b7b-7aa1-4e9e-b412-a27db464234e,,Simon,,,,,,"{'birth_date': '2001-12-19', 'birth_place': 'Jindrichuv,, CHE', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Kubicek,#simonkubicek-NHL-WPG-95,simon,,,D,,3028,,,,kubicek,74,95.0,simonkubicek,,
,9.0,,,[],,Patrik Laine,,,,,,,True,,MTL,,208,,,,ACT,,nhl,,,55bfd682-4e66-4043-96b7-adc4aab4a39d,,Patrik,,,,,9000005.0,"{'birth_date': '1998-04-19', 'birth_place': 'Tampere,, FIN', 'channel_id': '1157131164985610240', 'college': '', 'draft_pick': '2', 'draft_round': '1', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2016'}",Laine,#patriklaine-NHL-MTL-92,patrik,,,RW,,1399,,,,laine,76,92.0,patriklaine,,
,,,,[],,Tyler Tullio,,,,,,,True,,UTA,,165,,,,ACT,,nhl,,,c583cba9-e07b-4143-9fb7-1204a7e832de,,Tyler,,,,,9013729.0,"{'birth_date': '2002-04-05', 'birth_place': 'Detroit, MI, USA', 'channel_id': '1273759472208072704', 'college': '', 'draft_pick': '126', 'draft_round': '5', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",Tullio,#tylertullio-NHL-UTA-58,tyler,,,RW,,2845,,,,tullio,70,58.0,tylertullio,,
,12.0,,,[],Alabama Huntsville,Cameron Talbot,,,,,,,True,,DET,,197,,,,ACT,,nhl,,,4333f6f1-0f24-11e2-8525-18a905767e44,,Cameron,,,,,8475660.0,"{'birth_date': '1987-07-05', 'birth_place': 'Caledonia, ON, CAN', 'channel_id': '1157131102058467328', 'college': 'Alabama Huntsville', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2013'}",Talbot,#camerontalbot-NHL-DET-9,cameron,,,G,,1506,,,,talbot,76,9.0,camerontalbot,,
,,,,[],Notre Dame,Drew Bavaro,,,,,,,True,,BOS,,200,,,,ACT,,nhl,,,426400d3-6067-4e41-bee8-8114a45b63db,,Drew,,,,,9025115.0,"{'birth_date': '2000-06-10', 'birth_place': 'Sarasota, FL, USA', 'college': 'Notre Dame', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Bavaro,#drewbavaro-NHL-BOS-57,drew,,,NA,,3475,,,,bavaro,75,57.0,drewbavaro,,
,7.0,,,[],,Josh Jacobs,,,,,,,True,,MTL,,214,,,,M-LEAGUE,,nhl,,,7c721931-3d5b-48e0-8237-3af9e72b387d,,Josh,,,,,9000371.0,"{'birth_date': '1996-02-15', 'birth_place': 'Shelby Township, MI, USA', 'channel_id': '1274121855325736960', 'college': '', 'draft_pick': '41', 'draft_round': '2', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2018'}",Jacobs,#joshjacobs-NHL-MTL-85,josh,,,D,,2212,,,,jacobs,74,85.0,joshjacobs,,
,,,,[],,Nolan Renwick,,,,,,,True,,PIT,,217,,,,ACT,,nhl,,,d2420b6d-0499-453b-a20a-99abb55afdfe,,Nolan,,,,,,"{'birth_date': '2001-02-16', 'birth_place': 'Milestone, SK, CAN', 'channel_id': '1274484212983926784', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Renwick,#nolanrenwick-NHL-PIT-23,nolan,,,RW,,4049,,,,renwick,73,23.0,nolanrenwick,,
,4.0,,,[],,Nicolas Beaudin,,,,,,,True,,MTL,,168,,,,ACT,,nhl,,,7a5722a5-471a-4431-b2e0-7d2f0129c08b,,Nicolas,,,,,9012681.0,"{'birth_date': '1999-10-07', 'birth_place': 'Chateauguay, QC, CAN', 'college': '', 'draft_pick': '27', 'draft_round': '1', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2019'}",Beaudin,#nicolasbeaudin-NHL-MTL-92,nicolas,,,D,,2238,,,,beaudin,71,92.0,nicolasbeaudin,,
,,,,[],,Martin Misiak,,,,,,,True,,CHI,,194,,,,ACT,,nhl,,,8a1c2deb-88f4-4af8-9b39-5d60c4515e8b,,Martin,,,,,9015422.0,"{'birth_date': '2004-09-30', 'birth_place': 'Banska Bystrica,, SVK', 'channel_id': '1274242694801010688', 'college': '', 'draft_pick': '55', 'draft_round': '2', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Misiak,#martinmisiak-NHL-CHI-68,martin,,,RW,,1992,,,,misiak,74,68.0,martinmisiak,,
,15.0,,,[],Michigan State,Jeff Petry,,,,,,,True,,FLA,,208,,,,ACT,,nhl,,,42b48e9a-0f24-11e2-8525-18a905767e44,,Jeff,,,,,8473507.0,"{'birth_date': '1987-12-09', 'birth_place': 'Ann Arbor, MI, USA', 'channel_id': '1157131100846313472', 'college': 'Michigan State', 'draft_pick': '45', 'draft_round': '2', 'draft_year': '2006', 'high_school': '', 'rookie_year': '2010'}",Petry,#jeffpetry-NHL-FLA-2,jeff,,,D,,1698,,,,petry,75,2.0,jeffpetry,,
,12.0,,,[],,Rasmus Ristolainen,,,,,,,True,,PHI,,208,,,,IR,,nhl,,,0a56cb1f-c5eb-45ea-bd4b-393b33dd1ae3,,Rasmus,,,,,8477499.0,"{'birth_date': '1994-10-27', 'birth_place': 'Turku,, FIN', 'channel_id': '1157131233533120512', 'college': '', 'draft_pick': '8', 'draft_round': '1', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2013'}",Ristolainen,#rasmusristolainen-NHL-PHI-55,rasmus,,,D,,1669,,,,ristolainen,76,55.0,rasmusristolainen,,
,,,,[],,Jonathan Castagna,,,,,,,True,,ARI,,183,,,,NWT,,nhl,,,cf9929f5-f966-4d83-aab4-aeb365eead9e,,Jonathan,,,,,,"{'birth_date': '2005-04-20', 'birth_place': 'Toronto, ON, CAN', 'college': '', 'draft_pick': '66', 'draft_round': '3', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Castagna,#jonathancastagna-NHL-ARI,jonathan,,,C,,2028,,,,castagna,73,,jonathancastagna,,
,2.0,,,[],,Matt Savoie,,,,,,,True,,EDM,,179,,,,ACT,,nhl,,,e30efc1c-0d46-41e3-a182-d895654ec3c4,,Matt,,,,,9014712.0,"{'birth_date': '2004-01-01', 'birth_place': 'St. Albert, AB, CAN', 'channel_id': '1199062228389605376', 'college': '', 'draft_pick': '9', 'draft_round': '1', 'draft_year': '2022', 'high_school': '', 'rookie_year': '2023'}",Savoie,#mattsavoie-NHL-EDM-22,matt,,,C,,2687,,,,savoie,69,22.0,mattsavoie,,
,,,,[],,Ryan Walsh,,,,,,,True,,BOS,,180,,,,NWT,,nhl,,,02ccdbe3-de20-4c99-afa8-f10aa1b23b51,,Ryan,,,,,,"{'birth_date': '2003-08-25', 'birth_place': 'Rochester, NY, USA', 'college': '', 'draft_pick': '188', 'draft_round': '6', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Walsh,#ryanwalsh-NHL-BOS,ryan,,,C,,2102,,,,walsh,72,,ryanwalsh,,
,6.0,,,[],,Erik Brannstrom,,,,,,,True,,VAN,,185,,,,ACT,,nhl,,,4bf21425-49c3-4387-ab51-716034c5fa01,,Erik,,,,,9012537.0,"{'birth_date': '1999-09-02', 'birth_place': 'Eksjo,, SWE', 'channel_id': '1157130985297432576', 'college': '', 'draft_pick': '15', 'draft_round': '1', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2018'}",Brannstrom,#erikbrannstrom-NHL-VAN-26,erik,,,D,,1509,,,,brannstrom,70,26.0,erikbrannstrom,,
,8.0,,,[],,Nathan Walker,,,,,,,True,,STL,,187,,,,ACT,,nhl,,,980e99c0-1591-4323-8b15-b444cb3ff5f4,,Nathan,,,,,9000442.0,"{'birth_date': '1994-02-07', 'birth_place': 'Cardiff,, GBR', 'channel_id': '1157131076586459136', 'college': '', 'draft_pick': '89', 'draft_round': '3', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2017'}",Walker,#nathanwalker-NHL-STL-26,nathan,,,LW,,1380,,,,walker,69,26.0,nathanwalker,,
,,,,[],,Saige Weinstein,,,,,,,True,,COL,,185,,,,ACT,,nhl,,,9418195b-ba89-478c-af23-17da6d73b255,,Saige,,,,,9015734.0,"{'birth_date': '2005-05-30', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1273880268398153728', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Weinstein,#saigeweinstein-NHL-COL-89,saige,,,D,,2749,,,,weinstein,73,89.0,saigeweinstein,,
,,,,[],,Kyle Crnkovic,,,,,,,True,,UTA,,165,,,,ACT,,nhl,,,af06dc92-1ee6-44c0-92a1-bb78279ce19e,,Kyle,,,,,9025141.0,"{'birth_date': '2002-02-10', 'birth_place': 'Calgary, AB, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Crnkovic,#kylecrnkovic-NHL-UTA-25,kyle,,,LW,,3501,,,,crnkovic,67,25.0,kylecrnkovic,,
,4.0,,,[],Michigan,Kent Johnson,,,,,,,True,,CBJ,,180,,,,ACT,,nhl,,,27edc273-4b02-49f7-be9a-ec5273b94de1,,Kent,,,,,9014036.0,"{'birth_date': '2002-10-18', 'birth_place': 'Port Moody, BC, CAN', 'channel_id': '1157131085658738688', 'college': 'Michigan', 'draft_pick': '5', 'draft_round': '1', 'draft_year': '2021', 'high_school': '', 'rookie_year': '2021'}",Johnson,#kentjohnson-NHL-CBJ-91,kent,,,C,,1395,,,,johnson,72,91.0,kentjohnson,,
,,,,[],,Owen Say,,,,,,,True,,CGY,,181,,,,ACT,,nhl,,,1f2c9dd6-3f06-4a74-866f-ecd5e69bcb9e,,Owen,,,,,,"{'birth_date': '2001-06-01', 'birth_place': 'London, ON, CAN', 'channel_id': '1209979288506355712', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Say,#owensay-NHL-CGY-80,owen,,,G,,3705,,,,say,74,80.0,owensay,,
