age,years_exp,search_rank,pandascore_id,birth_country,college,espn_id,birth_date,injury_notes,search_first_name,player_id,hashtag,stats_id,news_updated,active,sport,fantasy_data_id,competitions,practice_description,yahoo_id,last_name,opta_id,birth_state,gsis_id,status,depth_chart_order,height,injury_start_date,fantasy_positions,search_full_name,high_school,sportradar_id,kalshi_id,practice_participation,team_abbr,team,oddsjam_id,rotoworld_id,birth_city,metadata,first_name,injury_status,swish_id,depth_chart_position,team_changed_at,position,search_last_name,number,full_name,weight,injury_body_part,rotowire_id
,0.0,,,USA,Miami (FL),,1996-09-03,Inflammation,brian,3468,#brianvanbelle-MLB-TB-67,,1757517634052.0,True,mlb,,[],,,Van Belle,,FL,,D60,,75,,,brianvanbelle,Archbishop McCarthy (FL),4a65b836-e419-4f4b-bf51-e0f2386f457d,,,,TB,,,Pembroke Pines,"{'bat_hand': 'R', 'channel_id': '1237898068276301824', 'full_name': 'Brian Van Belle', 'pro_debut': '2025-08-24', 'rookie_year': '2025', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-09-09T19:13:36+00:00'}",Brian,IL60,,,,RP,vanbelle,67.0,Brian Van Belle,185,Elbow,16948.0
,0.0,,,USA,,,2003-04-04,,chase,3432,#chasepetty-MLB-CIN-61,,1750618243902.0,True,mlb,,[],,,Petty,,NJ,,A,,73,,,chasepetty,Mainland Regional (NJ),984d2de8-809e-4379-bcce-fb1a9682cec4,,,,CIN,2E50C3CFF96BBL9U,,Somers Point,"{'bat_hand': 'R', 'channel_id': '1223145955721760768', 'full_name': 'Chase Petty', 'pro_debut': '2025-04-30', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-02T05:50:36+00:00'}",Chase,,,,,SP,petty,61.0,Chase Petty,190,,17319.0
,2.0,,,USA,Mercer,,1997-03-28,,austin,2841,#austincox-MLB-ATL-68,,1756479023189.0,True,mlb,,[],,,Cox,,GA,,A,,76,,,austincox,First Presbyterian Day (GA),d4dac3af-b2e9-4f8c-ae5e-abc3cf990d90,,,,ATL,6F34733E7772,,Macon,"{'bat_hand': 'L', 'channel_id': '1224897608426717184', 'full_name': 'Austin Cox', 'pro_debut': '2023-05-04', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-30T22:00:13+00:00'}",Austin,,680735.0,,,RP,cox,68.0,Austin Cox,235,,15679.0
,1.0,,,CUB,,,1998-01-23,,yosver,2732,#yosverzulueta-MLB-CIN-67,,1757610954179.0,True,mlb,,[],,,Zulueta,,,,A,,73,,,yosverzulueta,,6b2b8f13-775a-4a79-979b-e68af618ed7b,,,,CIN,709FC92CC8D2,,Remedios,"{'bat_hand': 'R', 'channel_id': '1157161562071400448', 'full_name': 'Yosver Zulueta', 'pro_debut': '2024-06-25', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-02T05:53:08+00:00'}",Yosver,,691172.0,,,RP,zulueta,67.0,Yosver Zulueta,190,,17186.0
,8.0,,,DOM,,,1992-12-12,,luis,1934,#luiscastillo-MLB-SEA-58,,1758774308553.0,True,mlb,,[],,,Castillo,,,,A,,74,,,luiscastillo,,71791d18-9c59-4e2f-863d-007d3cdd7efd,,,,SEA,E1285861B74D,,Bani,"{'bat_hand': 'R', 'channel_id': '1157161248870137856', 'full_name': 'Luis Castillo', 'pro_debut': '2017-06-23', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T04:23:29+00:00'}",Luis,,622491.0,,,SP,castillo,58.0,Luis Castillo,200,,14495.0
,,,,USA,Kentucky,,,,jt,2314,#jtriddle-MLB-CIN-57,,,True,mlb,,[],,,Riddle,,KY,,A,,73,,,jtriddle,Western Hills (KY),dd1f91f1-84fd-4fe1-8bab-727d73a3fd2e,,,,CIN,,,Frankfort,"{'bat_hand': 'L', 'full_name': 'JT Riddle', 'pro_debut': '2017-04-11', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-04-19T23:23:10+00:00'}",JT,,595375.0,,,SS,riddle,57.0,JT Riddle,190,,
,0.0,,,DOM,,,1999-12-22,Bruise,juan,3487,#juanburgos-MLB-AZ-52,,1758336024652.0,True,mlb,,[],,,Burgos,,,,A,,72,,,juanburgos,,3e5bcb9d-e067-4c01-90e5-7e5848c7fffa,,,,AZ,,,Santiago,"{'bat_hand': 'R', 'channel_id': '1244753372137926656', 'full_name': 'Juan Burgos', 'pro_debut': '2025-06-28', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:23:19+00:00'}",Juan,Out,,,,RP,burgos,52.0,Juan Burgos,185,Forearm,20284.0
,,,,USA,,,,,kodi,1367,#kodiwhitley-MLB-STL-38,,,True,mlb,,[],,,Whitley,,NC,,A,,75,,,kodiwhitley,Mount Olive (NC),da0058e1-74d3-4cbe-89e6-979c88437f79,,,,STL,,,Clayton,"{'bat_hand': 'R', 'full_name': 'Kodi Whitley', 'pro_debut': '2020-07-26', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-19T20:17:59+00:00'}",Kodi,,676831.0,,,RP,whitley,38.0,Kodi Whitley,220,,
,,,,USA,Wheaton College (MA),,1998-06-03,,nick,3182,#nickraposo-MLB-TOR,,1737143730232.0,True,mlb,,[],,,Raposo,,RI,,A,,70,,,nickraposo,Johnston (RI),2f53d2a8-b9c8-4330-856c-ac81e22ac7cc,,,,TOR,C64737B479BE,,Providence,"{'bat_hand': 'R', 'channel_id': '1157161139969228800', 'full_name': 'Nick Raposo', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-10-02T18:02:20+00:00'}",Nick,,695596.0,,,C,raposo,,Nick Raposo,200,,16954.0
,3.0,,,USA,Arizona,,2000-05-18,,chase,2375,#chasesilseth-MLB-LAA-63,,1757627455084.0,True,mlb,,[],,,Silseth,,NM,,A,,72,,,chasesilseth,Piedra Vista (NM),35060d8e-3e99-4c49-b5db-36896605f930,,,,LAA,73D600E01275,,Farmington,"{'bat_hand': 'R', 'channel_id': '1157161335541235712', 'full_name': 'Chase Silseth', 'pro_debut': '2022-05-13', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-11T21:36:27+00:00'}",Chase,,681217.0,,,SP,silseth,63.0,Chase Silseth,217,,17438.0
,6.0,,,DOM,,,1998-03-18,Not Specified,emmanuel,1646,#emmanuelclase-MLB-CLE-48,,1756680036954.0,True,mlb,,[],,,Clase,,,,A,,74,,,emmanuelclase,,272d7b96-36ca-4800-82bc-b19efe5f2952,,,,CLE,F3AA22663947,,Rio San Juan,"{'bat_hand': 'R', 'channel_id': '1157161413228134400', 'full_name': 'Emmanuel Clase', 'pro_debut': '2019-08-04', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-01-29T00:34:34+00:00'}",Emmanuel,Out,661403.0,,,RP,clase,48.0,Emmanuel Clase,206,Personal,16015.0
,4.0,,,USA,Oregon,,,,stephen,2357,#stephennogosek-MLB-NYM-85,,1746625803494.0,True,mlb,,[],,,Nogosek,,CA,,A,,74,,,stephennogosek,Woodcreek (CA),debfa8e3-8562-4f9a-b8e5-45f99a649017,,,,NYM,,,Roseville,"{'bat_hand': 'R', 'full_name': 'Stephen Nogosek', 'pro_debut': '2019-06-19', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-05-01T15:38:06+00:00'}",Stephen,,668665.0,,,RP,nogosek,85.0,Stephen Nogosek,205,,15153.0
,,,,MEX,,,1999-09-10,,luis,3148,#luisrodriguez-MLB-HOU,,1715786711694.0,False,mlb,,[],,,Rodriguez,,,,MIN,,73,,,luisrodriguez,,74f9e225-3877-431f-86c7-2b10924880a7,,,,HOU,9DDB49DE8ACBBC48,,Tierra Blanca,"{'bat_hand': 'L', 'full_name': 'Luis Rodriguez', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2024-05-15T15:17:48+00:00'}",Luis,,,,,SP,rodriguez,,Luis Rodriguez,190,,15336.0
,11.0,,,DOM,,,1989-04-11,,jose,1561,#josecisnero-MLB-LAA-67,,1724277334389.0,True,mlb,,[],,,Cisnero,,,,A,,75,,,josecisnero,,761063c5-7bae-48de-963e-11411b60d6f7,,,,LAA,B85BC1830993,,Bajos de Haina,"{'bat_hand': 'R', 'full_name': 'José Cisnero', 'pro_debut': '2013-04-22', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-08-17T22:18:10+00:00'}",José,,542585.0,,,RP,cisnero,67.0,José Cisnero,258,,11752.0
,2.0,,,USA,Nebraska,,1996-09-26,,matt,2898,#mattwaldron-MLB-SD-61,,1751466955769.0,True,mlb,,[],,,Waldron,,NE,,MIN,,74,,,mattwaldron,Westside (NE),a6efa9a9-3dd0-426b-9d1a-edce8c252051,,,,SD,E1ECCCC5C2BD,,Omaha,"{'bat_hand': 'R', 'channel_id': '1157161580731858944', 'full_name': 'Matt Waldron', 'pro_debut': '2023-06-24', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-07-02T14:23:42+00:00'}",Matt,,663362.0,,,SP,waldron,61.0,Matt Waldron,185,,19015.0
,,,,VEN,,,2002-10-08,,jeferson,3009,#jefersonquero-MLB-MIL-76,,1755961530112.0,True,mlb,,[],,,Quero,,,,MIN,,71,,,jefersonquero,,42ebb3f3-34df-4fce-b5ac-b8d931aabeb3,,,,MIL,A4CA6865336C,,Barquisimeto,"{'bat_hand': 'R', 'channel_id': '1157161621907341312', 'full_name': 'Jeferson Quero', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-10-01T02:21:15+00:00'}",Jeferson,,691620.0,,,C,quero,76.0,Jeferson Quero,203,,16561.0
,2.0,,,COL,,,1998-07-27,,jeter,1712,#jeterdowns-MLB-WSH-3,,1722347459135.0,True,mlb,,[],,,Downs,,,,A,,71,,,jeterdowns,Pace (FL),d01ea309-b4f1-4589-8d5e-b493623ce9b3,,,,WSH,6435DE185A06,,San Andres,"{'bat_hand': 'R', 'full_name': 'Jeter Downs', 'pro_debut': '2022-06-22', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-11-03T16:20:08+00:00'}",Jeter,,669023.0,,,SS,downs,3.0,Jeter Downs,197,,14830.0
,,,,VEN,,,,,yolmer,2488,#yolmersanchez-MLB-NYM-43,,1741107946567.0,True,mlb,,[],,,Sánchez,,,,A,,72,,,yolmersanchez,Ayacucho (VEN),259d1e05-c8b8-4186-8860-cfb4af40869f,,,,NYM,,,Maracay,"{'bat_hand': 'B', 'full_name': 'Yolmer Sánchez', 'pro_debut': '2014-07-13', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-08-20T18:02:00+00:00'}",Yolmer,,570560.0,,,3B,sanchez,43.0,Yolmer Sánchez,210,,12645.0
,0.0,,,USA,Dixie State,,1997-04-11,,jayden,3547,#jaydenmurray-MLB-HOU-70,,1757775903986.0,True,mlb,,[],,,Murray,,UT,,A,,73,,,jaydenmurray,Uintah (UT),0d338c55-6ba0-46e2-a01d-a59bfee051a0,,,,HOU,,,Vernal,"{'bat_hand': 'R', 'channel_id': '1269124044460920832', 'full_name': 'Jayden Murray', 'pro_debut': '2025-09-04', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-05T13:54:20+00:00'}",Jayden,,,,,SP,murray,70.0,Jayden Murray,190,,18214.0
,6.0,,,PER,,,1997-09-30,,jesus,1032,#jesusluzardo-MLB-PHI-44,,1758810010757.0,True,mlb,,[],,,Luzardo,,,,A,,72,,,jesusluzardo,Stoneman Douglas (FL),9df8c4a7-8b6b-4478-8fd2-310bbd5e9d0d,,,,PHI,34C31AB01FF4,,Lima,"{'bat_hand': 'L', 'channel_id': '1157161108902019072', 'full_name': 'Jesús Luzardo', 'pro_debut': '2019-09-11', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-06-25T17:37:42+00:00'}",Jesús,,666200.0,,,SP,luzardo,44.0,Jesús Luzardo,218,,14304.0
,4.0,,,DOM,,,1998-04-13,,edward,1022,#edwardcabrera-MLB-MIA-27,,1759105231912.0,True,mlb,,[],,,Cabrera,,,,A,,77,,,edwardcabrera,,4749846b-ab83-43a9-a114-3fd701909b89,,,,MIA,E221F24D6918,,Santiago,"{'bat_hand': 'R', 'channel_id': '1157161106523848704', 'full_name': 'Edward Cabrera', 'pro_debut': '2021-08-25', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-22T20:11:06+00:00'}",Edward,,665795.0,,,SP,cabrera,27.0,Edward Cabrera,217,,14672.0
,0.0,,,USA,,,2000-11-13,,george,1641,#georgevalera-MLB-CLE-35,,1759086930761.0,True,mlb,,[],,,Valera,,NY,,A,,70,,,georgevalera,,bfbb5ae5-e589-43d2-95a2-8345f00aa0cf,,,,CLE,9FCFC42F2A39,,Queens,"{'bat_hand': 'L', 'channel_id': '1157161410141126656', 'full_name': 'George Valera', 'pro_debut': '2025-09-01', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-10-01T16:43:50+00:00'}",George,,671655.0,,,RF,valera,35.0,George Valera,195,,15074.0
,7.0,,,USA,Kent State,,1995-06-03,,eric,2108,#ericlauer-MLB-TOR-56,,1756742441358.0,True,mlb,,[],,,Lauer,,OH,,A,,75,,,ericlauer,Midview (OH),0631a6ce-c41b-4dec-8f68-db2bd61b54a0,,,,TOR,1D289CB37ED1,,Elyria,"{'bat_hand': 'R', 'channel_id': '1223387564535197696', 'full_name': 'Eric Lauer', 'pro_debut': '2018-04-24', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-05-17T18:52:27+00:00'}",Eric,,641778.0,,,SP,lauer,56.0,Eric Lauer,209,,14263.0
,0.0,,,VEN,,,2002-03-25,,wikelman,3039,#wikelmangonzalez-MLB-CWS-66,,1758748206688.0,True,mlb,,[],,,González,,,,A,,72,,,wikelmangonzalez,,277b0722-4b54-451b-91db-6fd6ab63ad31,,,,CWS,EA76C5392007,,Maracay,"{'bat_hand': 'R', 'channel_id': '1157161452809781248', 'full_name': 'Wikelman González', 'pro_debut': '2025-06-20', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:01:37+00:00'}",Wikelman,IL15,682790.0,,,RP,gonzalez,66.0,Wikelman González,220,Elbow,16551.0
,4.0,,,USA,,,1997-10-07,,kyle,1069,#kylemuller-MLB-ATH-39,,1734272445451.0,True,mlb,,[],,,Muller,,TX,,A,,79,,,kylemuller,Jesuit College Prep (TX),a7c82f82-a77a-44af-b973-771f84226804,,,,ATH,413E7FAF7794,,Dallas,"{'bat_hand': 'R', 'channel_id': '1157161216263618560', 'full_name': 'Kyle Muller', 'pro_debut': '2021-06-16', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'L', 'updated': '2024-09-11T20:30:55+00:00'}",Kyle,,666205.0,,,RP,muller,39.0,Kyle Muller,250,,14254.0
,6.0,,,USA,,,1996-08-09,Concussion,brendan,1255,#brendanrodgers-MLB-HOU-1,,1758401427432.0,True,mlb,,[],,,Rodgers,,FL,,D60,,72,,,brendanrodgers,Lake Mary (FL),52cc8d0b-6e9d-4324-a385-758ca6433e66,,,,HOU,6FFC257D6DD7,,Winter Park,"{'bat_hand': 'R', 'channel_id': '1157161221942706176', 'full_name': 'Brendan Rodgers', 'pro_debut': '2019-05-17', 'rookie_year': '2019', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-09-01T18:36:56+00:00'}",Brendan,IL60,663898.0,,,2B,rodgers,1.0,Brendan Rodgers,204,Head,13805.0
,0.0,,,USA,Columbia,,1997-08-19,,josh,2726,#joshsimpson-MLB-MIA-66,,1757102135217.0,True,mlb,,[],,,Simpson,,CT,,A,,74,,,joshsimpson,Stafford (CT),cae8c6a2-937a-4325-8f2e-0a4f9a5be32f,,,,MIA,BF4549D55A45,,Stafford,"{'bat_hand': 'L', 'channel_id': '1157161114501414912', 'full_name': 'Josh Simpson', 'pro_debut': '2025-06-21', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-05T19:55:14+00:00'}",Josh,,681006.0,,,SP,simpson,66.0,Josh Simpson,190,,18270.0
,0.0,,,USA,Florida State,,2000-10-26,,parker,3525,#parkermessick-MLB-CLE-77,,1758865814759.0,True,mlb,,[],,,Messick,,FL,,MIN,,72,,,parkermessick,Plant City (FL),65aeecb6-0a79-43d2-b20c-7d6313951004,,,,CLE,,,Plant City,"{'bat_hand': 'L', 'channel_id': '1263763615631015936', 'full_name': 'Parker Messick', 'pro_debut': '2025-08-20', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-09-30T15:18:02+00:00'}",Parker,,,,,SP,messick,77.0,Parker Messick,225,,17968.0
,,,,USA,Mississippi State,,1998-07-04,,colby,2756,#colbywhite-MLB-NYY,,1716498023662.0,False,mlb,,[],,,White,,MS,,MIN,,72,,,colbywhite,Poplarville (MS),2cf22ffe-e645-4769-9e2c-f0f152d9820b,,,,NYY,80803A1D9131,,Hattiesburg,"{'bat_hand': 'R', 'full_name': 'Colby White', 'pro_debut': '', 'rookie_year': '', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2024-05-09T20:01:47+00:00'}",Colby,,686831.0,,,SP,white,,Colby White,190,,17772.0
,,,,NLD,,,2001-10-12,Not Specified,sem,3026,#semrobberse-MLB-STL-61,,1747242029624.0,True,mlb,,[],,,Robberse,,,,A,,73,,,semrobberse,,5c41bcc5-39c0-4427-915d-adb15b8a5d15,,,,STL,614330E1FE5D,,Zeist,"{'bat_hand': 'R', 'channel_id': '1157161274350534656', 'full_name': 'Sem Robberse', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:29:25+00:00'}",Sem,IL60,691828.0,,,SP,robberse,61.0,Sem Robberse,195,Undisclosed,16612.0
,,,,DOM,,,,,luis,1221,#luisbarrera-MLB-ATH-13,,,False,mlb,,[],,,Barrera,,,,MIN,,72,,,luisbarrera,,5505a43b-b872-4ed0-9be8-8f88ad7f8bc3,,,,ATH,,,Tamboril,"{'bat_hand': 'L', 'full_name': 'Luis Barrera', 'pro_debut': '2021-05-19', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2022-06-20T20:17:24+00:00'}",Luis,,642456.0,,,LF,barrera,13.0,Luis Barrera,195,,
,11.0,,,USA,Lynn (FL),,1989-08-07,,tommy,2192,#tommykahnle-MLB-DET-43,,1758947720966.0,True,mlb,,[],,,Kahnle,,NY,,A,,73,,,tommykahnle,Shaker (NY),257b1387-5dfa-4674-a3b7-6eb561ed2f06,,,,DET,2E4D42FC469D,,Latham,"{'bat_hand': 'R', 'channel_id': '1157161477229019136', 'full_name': 'Tommy Kahnle', 'pro_debut': '2014-04-03', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T18:38:52+00:00'}",Tommy,,592454.0,,,RP,kahnle,43.0,Tommy Kahnle,230,,11532.0
,0.0,,,DOM,,,1998-11-26,Sprain,robinson,3477,#robinsonpina-MLB-TOR-33,,1756845947866.0,True,mlb,,[],,,Pina,,,,D60,,77,,,robinsonpina,,6e1bd11d-dfb1-405f-801b-874cf13f782c,,,,TOR,,,San Cristobal,"{'bat_hand': 'R', 'channel_id': '1241537150097309696', 'full_name': 'Robinson Pina', 'pro_debut': '2025-06-20', 'rookie_year': '2025', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-09-02T20:07:25+00:00'}",Robinson,IL60,,,,SP,pina,33.0,Robinson Pina,225,Elbow,17249.0
,7.0,,,DOM,,,1994-11-28,,miguel,2651,#migueldiaz-MLB-HOU-39,,1736631347249.0,True,mlb,,[],,,Díaz,,,,A,,72,,,migueldiaz,,3354b4e8-db91-4217-a89a-5f7d3b96e667,,,,HOU,562F64C34FB1,,San Cristobal,"{'bat_hand': 'R', 'full_name': 'Miguel Díaz', 'pro_debut': '2017-04-03', 'rookie_year': '2017', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-04-06T00:06:40+00:00'}",Miguel,,622766.0,,,RP,diaz,39.0,Miguel Díaz,224,,14629.0
,4.0,,,DOM,,,1996-10-02,,oliver,1486,#oliverortega-MLB-HOU-63,,1757367355901.0,False,mlb,,[],,,Ortega,,,,D60,,72,,,oliverortega,,e27962b7-39b4-43b5-9e6f-0fe27dcf2ead,,,,HOU,659BE9C196A6,,Nagua,"{'bat_hand': 'R', 'channel_id': '1157161659991621632', 'full_name': 'Oliver Ortega', 'pro_debut': '2021-09-08', 'rookie_year': '2021', 'status': 'D60', 'throw_hand': 'R', 'updated': '2024-04-09T22:38:34+00:00'}",Oliver,,661383.0,,,RP,ortega,63.0,Oliver Ortega,185,,17591.0
,3.0,,,VEN,,,2000-06-15,,oswald,1753,#oswaldperaza-MLB-LAA-10,,1757892911211.0,True,mlb,,[],,,Peraza,,,,A,,71,,,oswaldperaza,,ed8b8c51-cb02-4ffb-b72d-d6e2c14a64f4,,,,LAA,E1747A9BDFB0,,Barquisimeto,"{'bat_hand': 'R', 'channel_id': '1157161466206388224', 'full_name': 'Oswald Peraza', 'pro_debut': '2022-09-02', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-01T23:10:59+00:00'}",Oswald,,672724.0,,,3B,peraza,10.0,Oswald Peraza,200,,15296.0
,1.0,,,USA,Georgetown,,2001-06-23,Surgery,jake,3180,#jakebloss-MLB-TOR-28,,1747167050066.0,True,mlb,,[],,,Bloss,,NC,,MIN,,75,,,jakebloss,The Early College at Guilford (NC),5528abad-3d57-48dd-bff3-ed92d06907c1,,,,TOR,C36F8CBE78CF,,Greensboro,"{'bat_hand': 'R', 'channel_id': '1157161148966010880', 'full_name': 'Jake Bloss', 'pro_debut': '2024-06-21', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-10-02T13:52:42+00:00'}",Jake,IL60,814005.0,,,SP,bloss,28.0,Jake Bloss,223,Elbow,18868.0
,,,,USA,,,,,colton,1259,#coltonwelker-MLB-SF,,,True,mlb,,[],,,Welker,,FL,,A,,73,,,coltonwelker,Stoneman Douglas (FL),dd2506a8-b2b7-4bc6-ac75-81238ea6f389,,,,SF,,,Coral Springs,"{'bat_hand': 'R', 'full_name': 'Colton Welker', 'pro_debut': '2021-09-08', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-11-11T20:37:04+00:00'}",Colton,,666213.0,,,3B,welker,,Colton Welker,235,,
,6.0,,,VEN,,,1998-08-26,Surgery,brusdar,2187,#brusdargraterol-MLB-LAD-48,,1755190540227.0,True,mlb,,[],,,Graterol,,,,D60,,73,,,brusdargraterol,,43862b88-c119-4625-b138-f3c5ea1b8b06,,,,LAD,48DFD790DE42,,Calobozo,"{'bat_hand': 'R', 'channel_id': '1157161675015618560', 'full_name': 'Brusdar Graterol', 'pro_debut': '2019-09-01', 'rookie_year': '2019', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-03-18T04:40:32+00:00'}",Brusdar,IL60,660813.0,,,RP,graterol,48.0,Brusdar Graterol,265,Shoulder,15221.0
,0.0,,,USA,Shorter,,1997-11-07,,jonathan,3485,#jonathanpintaro-MLB-NYM-91,,1750962025791.0,True,mlb,,[],,,Pintaro,,AL,,A,,74,,,jonathanpintaro,Montevallo (AL),1968914c-7faf-483b-a4a3-af3824c8324f,,,,NYM,,,Pelham,"{'bat_hand': 'R', 'channel_id': '1243620811714088960', 'full_name': 'Jonathan Pintaro', 'pro_debut': '2025-06-25', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:53:36+00:00'}",Jonathan,,,,,SP,pintaro,91.0,Jonathan Pintaro,235,,19915.0
,0.0,,,USA,Indiana,,1997-12-22,Not Specified,matt,3427,#mattgorski-MLB-PIT-62,,1753399558350.0,False,mlb,,[],,,Gorski,,IN,,MIN,,74,,,mattgorski,Hamilton Southeastern (IN),ab9e0a9c-b320-4e24-92c9-e4a5d93ab91e,,,,PIT,FCBA0C79019CB356,,Fishers,"{'bat_hand': 'R', 'channel_id': '1221288754510057472', 'full_name': 'Matt Gorski', 'pro_debut': '2025-04-24', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-05-17T20:28:39+00:00'}",Matt,IL60,,,,1B,gorski,62.0,Matt Gorski,198,Hand,16147.0
,1.0,,,USA,Mississippi State,,1999-03-02,,justin,3055,#justinfoscue-MLB-TEX-56,,1753131303258.0,True,mlb,,[],,,Foscue,,AL,,A,,71,,,justinfoscue,Virgil I. Grissom (AL),aba32c73-6b36-4868-a1b2-94e1e7e47f33,,,,TEX,C56BA188DBBF,,Huntsville,"{'bat_hand': 'R', 'channel_id': '1157161602714206208', 'full_name': 'Justin Foscue', 'pro_debut': '2024-04-05', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T00:41:34+00:00'}",Justin,,679822.0,,,1B,foscue,56.0,Justin Foscue,205,,16706.0
,0.0,,,USA,,,1996-12-06,,justin,3516,#justindean-MLB-LAD-75,,1757539250916.0,True,mlb,,[],,,Dean,,SC,,A,,68,,,justindean,Lenoir-Rhyne (NC),c55c7a04-b2e1-4ae6-a537-f8cc39b670d8,,,,LAD,,,Mauldin,"{'bat_hand': 'R', 'channel_id': '1259294151011209216', 'full_name': 'Justin Dean', 'pro_debut': '2025-08-08', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-30T18:01:36+00:00'}",Justin,,,,,CF,dean,75.0,Justin Dean,185,,16444.0
,5.0,,,DOM,,,,,franmil,1622,#franmilreyes-MLB-KC-99,,1729791614226.0,False,mlb,,[],,,Reyes,,,,MIN,,77,,,franmilreyes,,4308aa12-26f5-497d-8558-60df2cbe88e6,,,,KC,,,Palenque,"{'bat_hand': 'R', 'full_name': 'Franmil Reyes', 'pro_debut': '2018-05-14', 'rookie_year': '2018', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-05-02T18:55:14+00:00'}",Franmil,,614177.0,,,DH,reyes,99.0,Franmil Reyes,265,,13314.0
,,,,USA,Rice,,,,ford,1873,#fordproctor-MLB-SF-65,,,True,mlb,,[],,,Proctor,,TX,,A,,73,,,fordproctor,Monsignor Kelly Catholic (TX),07fb6e21-ce91-48cd-a70b-29644d1c6eda,,,,SF,,,Beaumont,"{'bat_hand': 'L', 'full_name': 'Ford Proctor', 'pro_debut': '2022-09-24', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-09-25T00:14:13+00:00'}",Ford,,665154.0,,,C,proctor,65.0,Ford Proctor,195,,
,7.0,,,USA,Bellevue Community College (WA),,,,adrian,2362,#adriansampson-MLB-CHC-41,,1746630003813.0,False,mlb,,[],,,Sampson,,WA,,D60,,74,,,adriansampson,Skyline (WA),84fa497c-4947-48d9-85ed-352c1e5ab113,,,,CHC,,,Redmond,"{'bat_hand': 'R', 'full_name': 'Adrian Sampson', 'pro_debut': '2016-06-18', 'rookie_year': '2016', 'status': 'D60', 'throw_hand': 'R', 'updated': '2023-05-15T21:44:17+00:00'}",Adrian,,592716.0,,,SP,sampson,41.0,Adrian Sampson,210,,13571.0
